time,v(N001),v(N002),v(N003),v(N004),v(N005),@dled12_1[id]
0.0,2.01272337e-21,0.0,-3.36907853e-12,4.62926374e-20,7.36190612e-22,4.67164547e-24
5e-06,2.66950587e-07,0.025,0.00206009837,0.00205995335,0.0124973786,3.72161139e-14
5.42088196e-06,2.91310885e-07,0.0271044098,0.0021804456,0.00218029034,0.0135494304,4.11356568e-14
6.26264589e-06,3.43807261e-07,0.0313132295,0.0023489426,0.00234876916,0.0156536258,4.96075916e-14
7.94617375e-06,4.71435641e-07,0.0397308687,0.00245246308,0.00245225756,0.0198623139,6.95391261e-14
1.13132295e-05,8.17163414e-07,0.0565661473,0.00245646465,0.00245616845,0.0282799487,1.2512156e-13
1.80473409e-05,1.87042487e-06,0.0902367044,0.00243826756,0.00243750418,0.0451152524,3.7579566e-13
3.15155637e-05,5.42413936e-06,0.157577819,0.00242818984,0.00241899404,0.0787858387,4.17322311e-12
5.84520094e-05,1.83203166e-05,0.292260047,0.00500693353,0.00251576759,0.146127031,6.65902735e-10
8.69269149e-05,4.03487223e-05,0.434634574,0.0677747225,0.00535887096,0.217314564,1.44513071e-08
0.000113983109,6.92750695e-05,0.569915543,0.196832823,0.00648398375,0.284954746,1.83819826e-08
0.000155333443,0.000128526058,0.776667215,0.408221461,0.00566394638,0.388330865,1.53650941e-08
0.000197297451,0.000207245508,0.986487254,0.617651025,0.00586254418,0.493240793,1.55988105e-08
0.000281225466,0.000420857711,1.40612733,1.04064441,0.00545857209,0.703061078,1.37021204e-08
0.000449081497,0.00107272593,2.24540748,1.88202411,0.00582405873,1.12270121,1.26338447e-08
0.000724540748,0.00279131273,3.62270374,3.26360026,0.00686179367,1.81134965,1.0707163e-08
0.001,0.00531585606,5.0,4.6409883,0.00926405593,2.4999978,1.06692341e-08
0.00105,0.00584715112,5.0,4.68566826,0.00630344469,2.49999995,1.89658984e-09
0.00115,0.00690962602,5.0,4.73974135,0.00691226665,2.50000006,2.34656602e-10
0.00135,0.00903389387,5.0,4.75685824,0.00908450501,2.49999996,1.21170881e-10
0.00175,0.0132797181,5.0,4.77218079,0.0132424353,2.50000006,6.70957703e-11
0.00225,0.0185819194,5.0,4.78555367,0.0186216839,2.49999996,4.00831215e-11
0.00275,0.023878483,5.0,4.79559399,0.0238361517,2.50000006,2.72436412e-11
0.00325,0.0291694148,5.0,4.80399979,0.0292056532,2.49999996,1.97300362e-11
0.00375,0.0344547209,5.0,4.81095153,0.0344105976,2.50000006,1.51169116e-11
0.00425,0.0397344073,5.0,4.81717327,0.0397686947,2.49999996,1.19169327e-11
0.00475,0.04500848,5.0,4.82259161,0.0449636843,2.50000006,9.69189131e-12
0.00525,0.0502769449,5.0,4.82768803,0.0503099946,2.49999996,7.98341689e-12
0.00575,0.0555398081,5.0,4.83225863,0.0554948128,2.50000006,6.71200242e-12
0.00625,0.0607970754,5.0,4.83669464,0.0608292182,2.49999996,5.67457829e-12
0.00675,0.0660487528,5.0,4.84074214,0.066003788,2.50000006,4.87073787e-12
0.00725,0.0712948463,5.0,4.84475246,0.0713262576,2.49999996,4.18859864e-12
0.00775,0.0765353618,5.0,4.84845142,0.0764905537,2.50000006,3.64610105e-12
0.00825,0.0817703053,5.0,4.85216959,0.0818010893,2.49999996,3.17312888e-12
0.00875,0.0869996826,5.0,4.8556236,0.0869551054,2.50000006,2.79023802e-12
0.00925,0.0922234997,5.0,4.85913135,0.0922537229,2.49999996,2.4499036e-12
0.00975,0.0974417626,5.0,4.86240632,0.0973974635,2.50000006,2.17082583e-12
0.01025,0.102654477,5.0,4.86575756,0.102684185,2.49999996,1.91917232e-12
0.01075,0.107861649,5.0,4.86889759,0.107817658,2.50000006,1.71083364e-12
0.01125,0.113063284,5.0,4.87212874,0.11309251,2.49999996,1.52091025e-12
0.01175,0.118259389,5.0,4.87516437,0.118215727,2.50000005,1.36250359e-12
0.01225,0.123449969,5.0,4.87830146,0.123478736,2.49999996,1.2168566e-12
0.01275,0.128635029,5.0,4.88125478,0.128591709,2.50000005,1.09465155e-12
0.01325,0.133814577,5.0,4.88431678,0.133842905,2.49999996,9.81517643e-13
