 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)        
 2.37624254e-01  2.37624254e-01  5.00000000e+00  4.32380764e+00  4.27402282e+00 -1.59246415e+00  3.71473842e+00  7.57120800e-01  9.42765482e-02 
 2.38624254e-01  2.38624254e-01  5.00000000e+00  4.32906158e+00  4.27393464e+00 -1.54331112e+00  3.84309123e+00  8.42327850e-01  7.99103403e-02 
 2.39624254e-01  2.39624254e-01  5.00000000e+00  4.32724488e+00  4.27403031e+00 -1.46482478e+00  3.79454267e+00  7.53642456e-01  9.54946921e-02 
 2.40624254e-01  2.40624254e-01  5.00000000e+00  4.33297693e+00  4.27394164e+00 -1.41697542e+00  3.91735097e+00  8.39085587e-01  8.10529335e-02 
 2.41624254e-01  2.41624254e-01  5.00000000e+00  4.33061161e+00  4.27403737e+00 -1.33970088e+00  3.86366693e+00  7.50627282e-01  9.66414443e-02 
 2.42624254e-01  2.42624254e-01  5.00000000e+00  4.33688044e+00  4.27394819e+00 -1.29313461e+00  3.98171067e+00  8.36278817e-01  8.21204855e-02 
 2.43624254e-01  2.43624254e-01  5.00000000e+00  4.33389914e+00  4.27404395e+00 -1.21705005e+00  3.92360386e+00  7.48011827e-01  9.77109567e-02 
 2.44624254e-01  2.44624254e-01  5.00000000e+00  4.34076717e+00  4.27395424e+00 -1.17174601e+00  4.03755356e+00  8.33848500e-01  8.31078439e-02 
 2.45624254e-01  2.45624254e-01  5.00000000e+00  4.33709837e+00  4.27405003e+00 -1.09682840e+00  3.97563521e+00  7.45741134e-01  9.86996803e-02 
 2.46624254e-01  2.46624254e-01  5.00000000e+00  4.34463090e+00  4.27395979e+00 -1.05276551e+00  4.08606727e+00  8.31743466e-01  8.40121050e-02 
 2.47624254e-01  2.47624254e-01  5.00000000e+00  4.34020012e+00  4.27405562e+00 -9.78990825e-01  4.02086144e+00  7.43767634e-01  9.96061731e-02 
 2.48624254e-01  2.48624254e-01  5.00000000e+00  4.34846410e+00  4.27396482e+00 -9.36147842e-01  4.12827130e+00  8.29919371e-01  8.48324162e-02 
 2.49624254e-01  2.49624254e-01  5.00000000e+00  4.34319539e+00  4.27406069e+00 -8.63491224e-01  4.06022722e+00  7.42050183e-01  1.00430845e-01 
 2.50624254e-01  2.50624254e-01  5.00000000e+00  4.35405449e+00  4.27396900e+00 -8.21928224e-01  4.16514551e+00  8.28375998e-01  8.54879326e-02 
 2.51624254e-01  2.51624254e-01  5.00000000e+00  4.34563913e+00  4.27406536e+00 -7.50268889e-01  4.09463278e+00  7.40530109e-01  1.01188894e-01 
 2.52624254e-01  2.52624254e-01  5.00000000e+00  4.35817207e+00  4.27397297e+00 -7.09906802e-01  4.19734542e+00  8.27016079e-01  8.61342555e-02 
 2.53624254e-01  2.53624254e-01  5.00000000e+00  4.34823759e+00  4.27406952e+00 -6.39296663e-01  4.12468571e+00  7.39211422e-01  1.01864327e-01 
 2.54624254e-01  2.54624254e-01  5.00000000e+00  4.36230230e+00  4.27397645e+00 -6.00110231e-01  4.22551182e+00  8.25839661e-01  8.67015800e-02 
 2.55624254e-01  2.55624254e-01  5.00000000e+00  4.35065555e+00  4.27407325e+00 -5.30519471e-01  4.15098282e+00  7.38053628e-01  1.02469208e-01 
 2.56624254e-01  2.56624254e-01  5.00000000e+00  4.36642992e+00  4.27397947e+00 -4.92491480e-01  4.25019780e+00  8.24821613e-01  8.71944209e-02 
 2.57624254e-01  2.57624254e-01  5.00000000e+00  4.35288239e+00  4.27407657e+00 -4.23890243e-01  4.17403630e+00  7.37033692e-01  1.03008540e-01 
 2.58624254e-01  2.58624254e-01  5.00000000e+00  4.37054300e+00  4.27398207e+00 -3.87003889e-01  4.27187723e+00  8.23940354e-01  8.76178258e-02 
 2.59624254e-01  2.59624254e-01  5.00000000e+00  4.35773009e+00  4.27407912e+00 -3.19457239e-01  4.19448185e+00  7.36225270e-01  1.03392450e-01 
 2.60624254e-01  2.60624254e-01  5.00000000e+00  4.37485545e+00  4.27398428e+00 -2.83600765e-01  4.29116431e+00  8.23178048e-01  8.79768655e-02 
 2.61624254e-01  2.61624254e-01  5.00000000e+00  4.36021901e+00  4.27408164e+00 -2.16999260e-01  4.21254620e+00  7.35443933e-01  1.03801804e-01 
 2.62624254e-01  2.62624254e-01  5.00000000e+00  4.37904840e+00  4.27398615e+00 -1.82233742e-01  4.30822415e+00  8.22512863e-01  8.82808783e-02 
 2.63624254e-01  2.63624254e-01  5.00000000e+00  4.36258258e+00  4.27408385e+00 -1.16553920e-01  4.22853523e+00  7.34751772e-01  1.04160017e-01 
 2.64624254e-01  2.64624254e-01  5.00000000e+00  4.38322869e+00  4.27398769e+00 -8.28617587e-02  4.32336003e+00  8.21936069e-01  8.85319684e-02 
 2.65624254e-01  2.65624254e-01  5.00000000e+00  4.36480868e+00  4.27408578e+00 -1.80770486e-02  4.24272868e+00  7.34135730e-01  1.04472711e-01 
 2.66624254e-01  2.66624254e-01  5.00000000e+00  4.38794606e+00  4.27398884e+00  1.45419369e-02  4.33687460e+00  8.21459300e-01  8.87186846e-02 
 2.67624254e-01  2.67624254e-01  5.00000000e+00  4.36681756e+00  4.27408748e+00  7.84782236e-02  4.25539763e+00  7.33579978e-01  1.04748911e-01 
 2.68624254e-01  2.68624254e-01  5.00000000e+00  4.39150131e+00  4.27398994e+00  1.10071841e-01  4.34888584e+00  8.20999030e-01  8.88983605e-02 
 2.69624254e-01  2.69624254e-01  5.00000000e+00  4.36884147e+00  4.27408892e+00  1.73142317e-01  4.26668015e+00  7.33088971e-01  1.04982476e-01 
 2.70624254e-01  2.70624254e-01  5.00000000e+00  4.39557044e+00  4.27399070e+00  2.03716150e-01  4.35965234e+00  8.20620686e-01  8.90227239e-02 
 2.71624254e-01  2.71624254e-01  5.00000000e+00  4.37064303e+00  4.27409018e+00  2.65965721e-01  4.27678718e+00  7.32642301e-01  1.05187620e-01 
 2.72624254e-01  2.72624254e-01  5.00000000e+00  4.39956056e+00  4.27399127e+00  2.95534026e-01  4.36932433e+00  8.20290124e-01  8.91151893e-02 
 2.73624254e-01  2.73624254e-01  5.00000000e+00  4.37231615e+00  4.27409128e+00  3.56985023e-01  4.28586739e+00  7.32236568e-01  1.05365669e-01 
 2.74624254e-01  2.74624254e-01  5.00000000e+00  4.40346606e+00  4.27399167e+00  3.85564408e-01  4.37803874e+00  8.20000820e-01  8.91798328e-02 
 2.75624254e-01  2.75624254e-01  5.00000000e+00  4.37386338e+00  4.27409239e+00  4.46262119e-01  4.29399628e+00  7.31838227e-01  1.05544604e-01 
 2.76624254e-01  2.76624254e-01  5.00000000e+00  4.40725936e+00  4.27399192e+00  4.73844871e-01  4.38586640e+00  8.19747694e-01  8.92212671e-02 
 2.77624254e-01  2.77624254e-01  5.00000000e+00  4.37501904e+00  4.27409818e+00  5.34577527e-01  4.29966707e+00  7.30596965e-01  1.06483731e-01 
 2.78624254e-01  2.78624254e-01  5.00000000e+00  4.41183269e+00  4.27399162e+00  5.60318177e-01  4.39157625e+00  8.19613623e-01  8.91725752e-02 
 2.79624254e-01  2.79624254e-01  5.00000000e+00  4.27390353e+00  4.27691175e+00  8.77975605e-01  7.52402998e-02 -3.45844527e+00  5.38860362e-01 
 2.80624254e-01  2.80624254e-01  5.00000000e+00  4.27386332e+00  4.27967780e+00  9.80246429e-01  6.82441165e-02 -3.38399828e+00  9.20759600e-01 
 2.81624254e-01  2.81624254e-01  5.00000000e+00  4.27391025e+00  4.28073601e+00  8.56559550e-01  7.59049853e-02 -3.29568134e+00  1.05645792e+00 
 2.82624254e-01  2.82624254e-01  5.00000000e+00  4.27386223e+00  4.28360170e+00  9.60207035e-01  6.92320029e-02 -3.22247925e+00  1.40073368e+00 
 2.83624254e-01  2.83624254e-01  5.00000000e+00  4.27391461e+00  4.28452812e+00  8.38018529e-01  7.66253480e-02 -3.13598310e+00  1.50177683e+00 
 2.84624254e-01  2.84624254e-01  5.00000000e+00  4.27387663e+00  4.28758786e+00  9.42856801e-01  7.04112907e-02 -3.06386134e+00  1.81373124e+00 
 2.85624254e-01  2.85624254e-01  5.00000000e+00  4.27392040e+00  4.28833644e+00  8.21958537e-01  7.75616944e-02 -2.97913361e+00  1.88499978e+00 
 2.86624254e-01  2.86624254e-01  5.00000000e+00  4.27388466e+00  4.29155145e+00  9.27826153e-01  7.17232189e-02 -2.90814769e+00  2.16918507e+00 
 2.87624254e-01  2.87624254e-01  5.00000000e+00  4.27392633e+00  4.29210829e+00  8.08062872e-01  7.85304220e-02 -2.82526019e+00  2.21489006e+00 
 2.88624254e-01  2.88624254e-01  5.00000000e+00  4.27389344e+00  4.29552202e+00  9.14806586e-01  7.31594891e-02 -2.75528996e+00  2.47520111e+00 
 2.89624254e-01  2.89624254e-01  5.00000000e+00  4.27393266e+00  4.29585775e+00  7.96034563e-01  7.95636240e-02 -2.67427480e+00  2.49895182e+00 
 2.90624254e-01  2.90624254e-01  5.00000000e+00  4.27390288e+00  4.29950087e+00  9.03529840e-01  7.47008256e-02 -2.60525206e+00  2.73874275e+00 
 2.91624254e-01  2.91624254e-01  5.00000000e+00  4.27393927e+00  4.29958188e+00  7.85623162e-01  8.06410259e-02 -2.52614265e+00  2.74363759e+00 
 2.92624254e-01  2.92624254e-01  5.00000000e+00  4.27391283e+00  4.30348943e+00  8.93763609e-01  7.63269052e-02 -2.45799960e+00  2.96579076e+00 
 2.93624254e-01  2.93624254e-01  5.00000000e+00  4.27394602e+00  4.30327736e+00  7.76611713e-01  8.17429089e-02 -2.38082912e+00  2.95448940e+00 
 2.94624254e-01  2.94624254e-01  5.00000000e+00  4.27392319e+00  4.30748939e+00  8.85306577e-01  7.80168171e-02 -2.31349945e+00  3.16148195e+00 
 2.95624254e-01  2.95624254e-01  5.00000000e+00  4.27395282e+00  4.30694054e+00  7.68812172e-01  8.28504830e-02 -2.23829927e+00  3.13626733e+00 
 2.96624254e-01  2.96624254e-01  5.00000000e+00  4.27393380e+00  4.31150261e+00  8.77984197e-01  7.97493579e-02 -2.17171945e+00  3.33022844e+00 
 2.97624254e-01  2.97624254e-01  5.00000000e+00  4.27395954e+00  4.31056739e+00  7.62061497e-01  8.39462393e-02 -2.09851757e+00  3.29305995e+00 
 2.98624254e-01  2.98624254e-01  5.00000000e+00  4.27394455e+00  4.31553121e+00  8.71645078e-01  8.15033675e-02 -2.03262801e+00  3.47581999e+00 
 2.99624254e-01  2.99624254e-01  5.00000000e+00  4.27396609e+00  4.31415352e+00  7.56218296e-01  8.50142638e-02 -1.96144752e+00  3.42837925e+00 
 3.00624254e-01  3.00624254e-01  5.00000000e+00  4.27395532e+00  4.31957754e+00  8.66157896e-01  8.32580974e-02 -1.89619380e+00  3.60151190e+00 
 3.01624254e-01  3.01624254e-01  5.00000000e+00  4.27397239e+00  4.31769416e+00  7.51159944e-01  8.60405066e-02 -1.82705143e+00  3.54524200e+00 
 3.02624254e-01  3.02624254e-01  5.00000000e+00  4.27396596e+00  4.32364421e+00  8.61408734e-01  8.49936001e-02 -1.76238538e+00  3.71010055e+00 
 3.03624254e-01  3.03624254e-01  5.00000000e+00  4.27397836e+00  4.32118420e+00  7.46780096e-01  8.70130039e-02 -1.69529020e+00  3.64623977e+00 
 3.04624254e-01  3.04624254e-01  5.00000000e+00  4.27397693e+00  4.32774391e+00  8.57298168e-01  8.67801994e-02 -1.63108212e+00  3.80398795e+00 
 3.05624254e-01  3.05624254e-01  5.00000000e+00  4.27398442e+00  4.32461881e+00  7.42985756e-01  8.79992255e-02 -1.56604721e+00  3.73359895e+00 
 3.06624254e-01  3.06624254e-01  5.00000000e+00  4.27398716e+00  4.33186435e+00  8.53741749e-01  8.84463946e-02 -1.50240635e+00  3.88523929e+00 
 3.07624254e-01  3.07624254e-01  5.00000000e+00  4.27398977e+00  4.32799187e+00  7.39698273e-01  8.88708575e-02 -1.43940063e+00  3.80923301e+00 
 3.08624254e-01  3.08624254e-01  5.00000000e+00  4.27399699e+00  4.33601629e+00  8.50664689e-01  9.00463552e-02 -1.37625387e+00  3.95562686e+00 
 3.09624254e-01  3.09624254e-01  5.00000000e+00  4.27399472e+00  4.33129797e+00  7.36847824e-01  8.96760926e-02 -1.31525323e+00  3.87478488e+00 
 3.10624254e-01  3.10624254e-01  5.00000000e+00  4.27400634e+00  4.34020393e+00  8.48002695e-01  9.15670676e-02 -1.25258932e+00  4.01667429e+00 
 3.11624254e-01  3.11624254e-01  5.00000000e+00  4.27399924e+00  4.33453151e+00  7.34374405e-01  9.04130516e-02 -1.19355888e+00  3.93166675e+00 
 3.12624254e-01  3.12624254e-01  5.00000000e+00  4.27401513e+00  4.34443184e+00  8.45700109e-01  9.29977520e-02 -1.13137584e+00  4.06969086e+00 
 3.13624254e-01  3.13624254e-01  5.00000000e+00  4.27400335e+00  4.33768704e+00  7.32226061e-01  9.10815876e-02 -1.07427053e+00  3.98109215e+00 
 3.14624254e-01  3.14624254e-01  5.00000000e+00  4.27402332e+00  4.34870485e+00  8.43708769e-01  9.43299864e-02 -1.01257509e+00  4.11580173e+00 
 3.15624254e-01  3.15624254e-01  5.00000000e+00  4.27400705e+00  4.34075943e+00  7.30357832e-01  9.16830159e-02 -9.57340479e-01  4.02410401e+00 
 3.16624254e-01  3.16624254e-01  5.00000000e+00  4.27403087e+00  4.35302795e+00  8.41987023e-01  9.55577422e-02 -8.96147138e-01  4.15597391e+00 
 3.17624254e-01  3.17624254e-01  5.00000000e+00  4.27401035e+00  4.34374400e+00  7.28730830e-01  9.22198391e-02 -8.42720711e-01  4.06159871e+00 
 3.18624254e-01  3.18624254e-01  5.00000000e+00  4.27403776e+00  4.35740616e+00  8.40498858e-01  9.66773367e-02 -7.82050577e-01  4.19103863e+00 
 3.19624254e-01  3.19624254e-01  5.00000000e+00  4.27401327e+00  4.34663671e+00  7.27311443e-01  9.26954816e-02 -7.30363142e-01  4.09434679e+00 
 3.20624254e-01  3.20624254e-01  5.00000000e+00  4.27404398e+00  4.36184429e+00  8.39213142e-01  9.76873082e-02 -6.70242651e-01  4.22171042e+00 
 3.21624254e-01  3.21624254e-01  5.00000000e+00  4.27401585e+00  4.34943427e+00  7.26070633e-01  9.31140434e-02 -6.20219890e-01  4.12301069e+00 
 3.22624254e-01  3.22624254e-01  5.00000000e+00  4.27404952e+00  4.36634658e+00  8.38102961e-01  9.85882263e-02 -5.60679454e-01  4.24860355e+00 
 3.23624254e-01  3.23624254e-01  5.00000000e+00  4.27401810e+00  4.35213412e+00  7.24983336e-01  9.34800755e-02 -5.12243511e-01  4.14815995e+00 
 3.24624254e-01  3.24624254e-01  5.00000000e+00  4.27405441e+00  4.37091632e+00  8.37145028e-01  9.93824549e-02 -4.53316172e-01  4.27224615e+00 
 3.25624254e-01  3.25624254e-01  5.00000000e+00  4.27402005e+00  4.35473442e+00  7.24027919e-01  9.37983805e-02 -4.06387196e-01  4.17028431e+00 
 3.26624254e-01  3.26624254e-01  5.00000000e+00  4.27405867e+00  4.37555526e+00  8.36319173e-01  1.00073887e-01 -3.48107354e-01  4.29309223e+00 
 3.27624254e-01  3.27624254e-01  5.00000000e+00  4.27402175e+00  4.35723362e+00  7.23185720e-01  9.40738357e-02 -3.02604950e-01  4.18980480e+00 
 3.28624254e-01  3.28624254e-01  5.00000000e+00  4.27406233e+00  4.38026298e+00  8.35607891e-01  1.00667668e-01 -2.45007181e-01  4.31153192e+00 
 3.29624254e-01  3.29624254e-01  5.00000000e+00  4.27402321e+00  4.35962990e+00  7.22440618e-01  9.43112443e-02 -2.00851737e-01  4.20708324e+00 
 3.30624254e-01  3.30624254e-01  5.00000000e+00  4.27406542e+00  4.38503618e+00  8.34995944e-01  1.01169930e-01 -1.43969727e-01  4.32790029e+00 
 3.31624254e-01  3.31624254e-01  5.00000000e+00  4.27402446e+00  4.36192021e+00  7.21778664e-01  9.45152140e-02 -1.01083588e-01  4.22243029e+00 
 3.32624254e-01  3.32624254e-01  5.00000000e+00  4.27406800e+00  4.38986796e+00  8.34470023e-01  1.01587532e-01 -4.49492065e-02  4.34248465e+00 
 3.33624254e-01  3.33624254e-01  5.00000000e+00  4.27402564e+00  4.36417570e+00  7.21190833e-01  9.47065891e-02 -3.24124318e-03  4.23611804e+00 
 3.34624254e-01  3.34624254e-01  5.00000000e+00  4.27407009e+00  4.39474972e+00  8.34018322e-01  1.01928028e-01  5.20998450e-02  4.35553619e+00 
 3.35624254e-01  3.35624254e-01  5.00000000e+00  4.27402646e+00  4.36616079e+00  7.20657182e-01  9.48398553e-02  9.26675132e-02  4.24836154e+00 
 3.36624254e-01  3.36624254e-01  5.00000000e+00  4.27407176e+00  4.39966036e+00  8.33630827e-01  1.02198639e-01  1.47222199e-01  4.36725347e+00 
 3.37624254e-01  3.37624254e-01  5.00000000e+00  4.27402725e+00  4.36809413e+00  7.20178262e-01  9.49679229e-02  1.86732490e-01  4.25936195e+00 
 3.38624254e-01  3.38624254e-01  5.00000000e+00  4.27407305e+00  4.40458291e+00  8.33298328e-01  1.02407297e-01  2.40462037e-01  4.37782064e+00 
 3.39624254e-01  3.39624254e-01  5.00000000e+00  4.27402792e+00  4.36989388e+00  7.19743060e-01  9.50774330e-02  2.78976256e-01  4.26928396e+00 
 3.40624254e-01  3.40624254e-01  5.00000000e+00  4.27407400e+00  4.40949276e+00  8.33012748e-01  1.02561658e-01  3.31862623e-01  4.38738869e+00 
 3.41624254e-01  3.41624254e-01  5.00000000e+00  4.27402850e+00  4.37156022e+00  7.19344642e-01  9.51712310e-02  3.69436848e-01  4.27826673e+00 
 3.42624254e-01  3.42624254e-01  5.00000000e+00  4.27407466e+00  4.41436238e+00  8.32766814e-01  1.02669300e-01  4.21466312e-01  4.39608414e+00 
 3.43624254e-01  3.43624254e-01  5.00000000e+00  4.27402906e+00  4.37309648e+00  7.18958719e-01  9.52622739e-02  4.58161226e-01  4.28639255e+00 
 3.44624254e-01  3.44624254e-01  5.00000000e+00  4.27407512e+00  4.41913770e+00  8.32549968e-01  1.02743014e-01  5.09319008e-01  4.40397309e+00 
 3.45624254e-01  3.45624254e-01  5.00000000e+00  4.27403162e+00  4.37429853e+00  7.18022397e-01  9.56790634e-02  5.45503482e-01  4.29268112e+00 
 3.46624254e-01  3.46624254e-01  5.00000000e+00  4.27407642e+00  4.42297694e+00  8.32237136e-01  1.02954059e-01  5.95607886e-01  4.40992269e+00 
 3.47624254e-01  3.47624254e-01  5.00000000e+00  4.27681660e+00  4.27392639e+00 -3.45286979e+00  5.24989639e-01  8.92515644e-01  7.85498368e-02 
 3.48624254e-01  3.48624254e-01  5.00000000e+00  4.27938367e+00  4.27384162e+00 -3.38530038e+00  8.82053851e-01  9.67895210e-01  6.46967361e-02 
 3.49624254e-01  3.49624254e-01  5.00000000e+00  4.28065590e+00  4.27393139e+00 -3.29000704e+00  1.04637558e+00  8.70924177e-01  7.93551467e-02 
 3.50624254e-01  3.50624254e-01  5.00000000e+00  4.28332007e+00  4.27384677e+00 -3.22398205e+00  1.36559838e+00  9.47751330e-01  6.55252388e-02 
 3.51624254e-01  3.51624254e-01  5.00000000e+00  4.28445657e+00  4.27393667e+00 -3.13018290e+00  1.49493842e+00  8.52219820e-01  8.02423689e-02 
 3.52624254e-01  3.52624254e-01  5.00000000e+00  4.28711387e+00  4.27385245e+00 -3.06563106e+00  1.78169382e+00  9.30348830e-01  6.64778692e-02 
 3.53624254e-01  3.53624254e-01  5.00000000e+00  4.28826708e+00  4.27394316e+00 -2.97324936e+00  1.88094370e+00  8.36031197e-01  8.13021470e-02 
 3.54624254e-01  3.54624254e-01  5.00000000e+00  4.29104176e+00  4.27385906e+00 -2.91018616e+00  2.13976301e+00  9.15236565e-01  6.75595391e-02 
 3.55624254e-01  3.55624254e-01  5.00000000e+00  4.29206706e+00  4.27395033e+00 -2.81921367e+00  2.21321395e+00  8.22015635e-01  8.24711278e-02 
 3.56624254e-01  3.56624254e-01  5.00000000e+00  4.29497100e+00  4.27386628e+00 -2.75762137e+00  2.44802778e+00  9.02148778e-01  6.87402207e-02 
 3.57624254e-01  3.57624254e-01  5.00000000e+00  4.29584795e+00  4.27395802e+00 -2.66804408e+00  2.49931779e+00  8.09881907e-01  8.37253425e-02 
 3.58624254e-01  3.58624254e-01  5.00000000e+00  4.29890107e+00  4.27387398e+00 -2.60790185e+00  2.71350267e+00  8.90815086e-01  6.99993368e-02 
 3.59624254e-01  3.59624254e-01  5.00000000e+00  4.29960688e+00  4.27396611e+00 -2.51970634e+00  2.74575542e+00  7.99377916e-01  8.50439636e-02 
 3.60624254e-01  3.60624254e-01  5.00000000e+00  4.30283194e+00  4.27388203e+00 -2.46099348e+00  2.94221221e+00  8.81001337e-01  7.13162877e-02 
 3.61624254e-01  3.61624254e-01  5.00000000e+00  4.30334059e+00  4.27397447e+00 -2.37416678e+00  2.95810963e+00  7.90285249e-01  8.64062569e-02 
 3.62624254e-01  3.62624254e-01  5.00000000e+00  4.30676353e+00  4.27389032e+00 -2.31686263e+00  3.13933071e+00  8.72504617e-01  7.26705997e-02 
 3.63624254e-01  3.63624254e-01  5.00000000e+00  4.30704534e+00  4.27398298e+00 -2.23139188e+00  3.14117539e+00  7.82414577e-01  8.77919753e-02 
 3.64624254e-01  3.64624254e-01  5.00000000e+00  4.31069559e+00  4.27389871e+00 -2.17547581e+00  3.30930234e+00  8.65148984e-01  7.40423302e-02 
 3.65624254e-01  3.65624254e-01  5.00000000e+00  4.31071682e+00  4.27399151e+00 -2.09134787e+00  3.29907104e+00  7.75601715e-01  8.91817801e-02 
 3.66624254e-01  3.66624254e-01  5.00000000e+00  4.31462764e+00  4.27390710e+00 -2.03679923e+00  3.45594419e+00  8.58781833e-01  7.54124824e-02 
 3.67624254e-01  3.67624254e-01  5.00000000e+00  4.31435016e+00  4.27399997e+00 -1.95400031e+00  3.43533390e+00  7.69704249e-01  9.05576515e-02 
 3.68624254e-01  3.68624254e-01  5.00000000e+00  4.31855892e+00  4.27391537e+00 -1.90079842e+00  3.58253478e+00  8.53270773e-01  7.67634066e-02 
 3.69624254e-01  3.69624254e-01  5.00000000e+00  4.31793980e+00  4.27400824e+00 -1.81931375e+00  3.55300221e+00  7.64598638e-01  9.19032640e-02 
 3.70624254e-01  3.70624254e-01  5.00000000e+00  4.32248825e+00  4.27392343e+00 -1.76743787e+00  3.69189015e+00  8.48500942e-01  7.80791622e-02 
 3.71624254e-01  3.71624254e-01  5.00000000e+00  4.32147952e+00  4.27401623e+00 -1.68725140e+00  3.65468561e+00  7.60177720e-01  9.32043018e-02 
 3.72624254e-01  3.72624254e-01  5.00000000e+00  4.32641396e+00  4.27393119e+00 -1.63668079e+00  3.78642900e+00  8.44372694e-01  7.93458201e-02 
 3.73624254e-01  3.73624254e-01  5.00000000e+00  4.32496236e+00  4.27402389e+00 -1.55777496e+00  3.74262558e+00  7.56348551e-01  9.44486970e-02 
 3.74624254e-01  3.74624254e-01  5.00000000e+00  4.33033369e+00  4.27393858e+00 -1.50848887e+00  3.86822877e+00  8.40799597e-01  8.05516861e-02 
 3.75624254e-01  3.75624254e-01  5.00000000e+00  4.32838069e+00  4.27403113e+00 -1.43084449e+00  3.81874728e+00  7.53030539e-01  9.56267741e-02 
 3.76624254e-01  3.76624254e-01  5.00000000e+00  4.33424428e+00  4.27394554e+00 -1.38282218e+00  3.93907371e+00  8.37706695e-01  8.16874343e-02 
 3.77624254e-01  3.77624254e-01  5.00000000e+00  4.33172622e+00  4.27403793e+00 -1.30641838e+00  3.88470417e+00  7.50153826e-01  9.67312947e-02 
 3.78624254e-01  3.78624254e-01  5.00000000e+00  4.33814159e+00  4.27395204e+00 -1.25963921e+00  4.00049610e+00  8.35029000e-01  8.27461440e-02 
 3.79624254e-01  3.79624254e-01  5.00000000e+00  4.33499017e+00  4.27404425e+00 -1.18445345e+00  3.94191615e+00  7.47657885e-01  9.77574025e-02 
 3.80624254e-01  3.80624254e-01  5.00000000e+00  4.34202033e+00  4.27395803e+00 -1.13889693e+00  4.05381172e+00  8.32710180e-01  8.37232424e-02 
 3.81624254e-01  3.81624254e-01  5.00000000e+00  4.33816344e+00  4.27405006e+00 -1.06490514e+00  3.99160247e+00  7.45490299e-01  9.87024758e-02 
 3.82624254e-01  3.82624254e-01  5.00000000e+00  4.34587395e+00  4.27396351e+00 -1.02055093e+00  4.10015025e+00  8.30701413e-01  8.46163622e-02 
 3.83624254e-01  3.83624254e-01  5.00000000e+00  4.34123687e+00  4.27405538e+00 -9.47727724e-01  4.03480990e+00  7.43605709e-01  9.95659042e-02 
 3.84624254e-01  3.84624254e-01  5.00000000e+00  4.34969456e+00  4.27396847e+00 -9.04555701e-01  4.14048137e+00  8.28960395e-01  8.54251293e-02 
 3.85624254e-01  3.85624254e-01  5.00000000e+00  4.34420167e+00  4.27406020e+00 -8.32874650e-01  4.07243694e+00  7.41964898e-01  1.00348807e-01 
 3.86624254e-01  3.86624254e-01  5.00000000e+00  4.35347296e+00  4.27397292e+00 -7.90864905e-01  4.17563726e+00  8.27450475e-01  8.61508979e-02 
 3.87624254e-01  3.87624254e-01  5.00000000e+00  4.34704976e+00  4.27406455e+00 -7.20298843e-01  4.10525471e+00  7.40533996e-01  1.01053719e-01 
 3.88624254e-01  3.88624254e-01  5.00000000e+00  4.35946786e+00  4.27397650e+00 -6.79518313e-01  4.20647173e+00  8.26195815e-01  8.67093917e-02 
 3.89624254e-01  3.89624254e-01  5.00000000e+00  4.34911889e+00  4.27406857e+00 -6.09929474e-01  4.13402886e+00  7.39249934e-01  1.01707118e-01 
 3.90624254e-01  3.90624254e-01  5.00000000e+00  4.36357747e+00  4.27397990e+00 -5.70309279e-01  4.23345277e+00  8.25072013e-01  8.72642473e-02 
 3.91624254e-01  3.91624254e-01  5.00000000e+00  4.35335944e+00  4.27407175e+00 -5.01836472e-01  4.15934365e+00  7.38191389e-01  1.02196726e-01 
 3.92624254e-01  3.92624254e-01  5.00000000e+00  4.36780089e+00  4.27398286e+00 -4.63264729e-01  4.25725103e+00  8.24098550e-01  8.77457195e-02 
 3.93624254e-01  3.93624254e-01  5.00000000e+00  4.35605993e+00  4.27407480e+00 -3.95808693e-01  4.18161041e+00  7.37228627e-01  1.02691758e-01 
 3.94624254e-01  3.94624254e-01  5.00000000e+00  4.37198398e+00  4.27398540e+00 -3.58337931e-01  4.27820383e+00  8.23253512e-01  8.81598603e-02 
 3.95624254e-01  3.95624254e-01  5.00000000e+00  4.35864482e+00  4.27407748e+00 -2.91870441e-01  4.20122871e+00  7.36380970e-01  1.03127338e-01 
 3.96624254e-01  3.96624254e-01  5.00000000e+00  4.37616946e+00  4.27398756e+00 -2.55484367e-01  4.29670255e+00  8.22521373e-01  8.85107124e-02 
 3.97624254e-01  3.97624254e-01  5.00000000e+00  4.36110519e+00  4.27407984e+00 -1.89976082e-01  4.21856061e+00  7.35631918e-01  1.03509064e-01 
 3.98624254e-01  3.98624254e-01  5.00000000e+00  4.38034856e+00  4.27398936e+00 -1.54658790e-01  4.31308218e+00  8.21886712e-01  8.88039261e-02 
 3.99624254e-01  3.99624254e-01  5.00000000e+00  4.36343389e+00  4.27408189e+00 -9.00809460e-02  4.23391629e+00  7.34967311e-01  1.03842440e-01 
 4.00624254e-01  4.00624254e-01  5.00000000e+00  4.38451046e+00  4.27399084e+00 -5.58168029e-02  4.32762941e+00  8.21336128e-01  8.90451642e-02 
 4.01624254e-01  4.01624254e-01  5.00000000e+00  4.36616336e+00  4.27408358e+00  7.84169448e-03  4.24760352e+00  7.34397662e-01  1.04115805e-01 
 4.02624254e-01  4.02624254e-01  5.00000000e+00  4.38870360e+00  4.27399203e+00  4.10845457e-02  4.34063029e+00  8.20858903e-01  8.92393257e-02 
