 time            time            v(H1_GATE)      v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)         @ddiode7_1[id]  @ddiode7_3[id]  @ddiode7_4[id]  @ddiode7_5[id] 
 1.62563335e-03  1.62563335e-03  1.34860556e+01  2.16948941e+00  1.46039544e+00  1.03689026e+01  1.34860537e+01  1.03689014e+01  1.36544948e+00  7.43513509e-01  1.34999861e+01  1.35000000e+01  0.00000000e+00  2.06203593e+00  2.48477625e-02  1.99675484e-08  5.75669873e-08  2.77234097e-04 
 1.72563335e-03  1.72563335e-03  1.34860561e+01  2.66555950e+00  1.95593197e+00  1.09450853e+01  1.34860538e+01  1.09450841e+01  1.36544949e+00  7.43513514e-01  1.34999861e+01  1.35000000e+01  0.00000000e+00  2.06203595e+00  2.50908678e-02  2.34120022e-08  6.17578179e-08  2.77234152e-04 
 1.82563335e-03  1.82563335e-03  1.34860559e+01  3.15231890e+00  2.44224070e+00  1.15104665e+01  1.34860539e+01  1.15104652e+01  1.36544950e+00  7.43513519e-01  1.34999861e+01  1.35000000e+01  0.00000000e+00  2.06203596e+00  2.53287102e-02  2.01001758e-08  6.69950848e-08  2.77234203e-04 
 1.92563335e-03  1.92563335e-03  1.34860564e+01  3.62930463e+00  2.91872665e+00  1.20644883e+01  1.34860541e+01  1.20644868e+01  1.36544951e+00  7.43513524e-01  1.34999861e+01  1.35000000e+01  0.00000000e+00  2.06203598e+00  2.55624057e-02  2.34827219e-08  7.38535527e-08  2.77234257e-04 
 2.02563335e-03  2.02563335e-03  1.34860561e+01  4.09603316e+00  3.38502697e+00  1.26066039e+01  1.34860542e+01  1.26066023e+01  1.36544952e+00  7.43513529e-01  1.34999861e+01  1.35000000e+01  0.00000000e+00  2.06203600e+00  2.57905164e-02  2.01007276e-08  8.33558441e-08  2.77234307e-04 
 2.12563335e-03  2.12563335e-03  1.34860566e+01  4.55205531e+00  3.84058257e+00  1.31362782e+01  1.34860544e+01  1.31362764e+01  1.36544953e+00  7.43513534e-01  1.34999861e+01  1.35000000e+01  0.00000000e+00  2.06203602e+00  2.60138950e-02  2.34117541e-08  9.78320012e-08  2.77234360e-04 
 2.22563335e-03  2.22563335e-03  1.34860564e+01  4.99691101e+00  4.28503395e+00  1.36529887e+01  1.34860545e+01  1.36529866e+01  1.36544954e+00  7.43513538e-01  1.34999861e+01  1.35000000e+01  0.00000000e+00  2.06203603e+00  2.62313600e-02  1.99502738e-08  5.58192543e-07  2.77234411e-04 
 2.32563335e-03  2.32563335e-03  1.34890415e+01  5.40497973e+00  4.69252836e+00  1.41562253e+01  1.34890396e+01  1.40905485e+01  1.36565725e+00  7.43617391e-01  1.34999891e+01  1.35000000e+01  0.00000000e+00  2.06240336e+00  2.65189079e-02  1.85011004e-08  2.99764115e-03  2.78349799e-04 
 2.42563335e-03  2.42563335e-03  1.35061591e+01  5.68009184e+00  4.96643923e+00  1.46454914e+01  1.35061594e+01  1.42031542e+01  1.36684321e+00  7.44210371e-01  1.35000062e+01  1.35000000e+01  0.00000000e+00  2.06450506e+00  2.71678810e-02 -3.40904361e-09  2.01163161e-02  2.84804966e-04 
 2.52563335e-03  2.52563335e-03  1.35252629e+01  5.92293873e+00  5.20794216e+00  1.51203042e+01  1.35252615e+01  1.42576937e+01  1.36815596e+00  7.44866747e-01  1.35000252e+01  1.35000000e+01  0.00000000e+00  2.06684019e+00  2.78707912e-02  1.32915205e-08  3.92316134e-02  2.92124971e-04 
 2.62563335e-03  2.62563335e-03  1.35443331e+01  6.15026790e+00  5.43401585e+00  1.55801951e+01  1.35443336e+01  1.42979695e+01  1.36945557e+00  7.45516554e-01  1.35000443e+01  1.35000000e+01  0.00000000e+00  2.06916121e+00  2.85755433e-02 -5.58592202e-09  5.87568342e-02  2.99557023e-04 
 2.72563335e-03  2.72563335e-03  1.35630036e+01  6.36515053e+00  5.64763334e+00  1.60247102e+01  1.35630025e+01  1.43317436e+01  1.37071708e+00  7.46147306e-01  1.35000629e+01  1.35000000e+01  0.00000000e+00  2.07142313e+00  2.92714483e-02  1.16333446e-08  7.69931573e-02  3.06951947e-04 
 2.82563335e-03  2.82563335e-03  1.35810834e+01  6.57037978e+00  5.85169422e+00  1.64534108e+01  1.35810841e+01  1.43626209e+01  1.37193359e+00  7.46755563e-01  1.35000810e+01  1.35000000e+01  0.00000000e+00  2.07360891e+00  2.99564679e-02 -6.77685417e-09  9.73394627e-02  3.14255973e-04 
 2.92563335e-03  2.92563335e-03  1.35986076e+01  6.76299265e+00  6.04315029e+00  1.68658740e+01  1.35986066e+01  1.43895632e+01  1.37309794e+00  7.47337739e-01  1.35000985e+01  1.35000000e+01  0.00000000e+00  2.07571338e+00  3.06226902e-02  9.86483245e-09  1.13974549e-01  3.21409561e-04 
 3.02563335e-03  3.02563335e-03  1.36154735e+01  6.94518919e+00  6.22428711e+00  1.72616925e+01  1.36154743e+01  1.44142658e+01  1.37420998e+00  7.47893759e-01  1.35001154e+01  1.35000000e+01  0.00000000e+00  2.07773092e+00  3.12688827e-02 -8.18928654e-09  1.30506765e-01  3.28393729e-04 
 3.12563335e-03  3.12563335e-03  1.36316308e+01  7.11743508e+00  6.39549061e+00  1.76404758e+01  1.36316300e+01  1.44376000e+01  1.37526698e+00  7.48422256e-01  1.35001315e+01  1.35000000e+01  0.00000000e+00  2.07965566e+00  3.18946644e-02  8.50059586e-09  1.46594535e-01  3.35172810e-04 
 3.22563335e-03  3.22563335e-03  1.36470806e+01  7.27964122e+00  6.55674344e+00  1.80018501e+01  1.36470815e+01  1.44590159e+01  1.37627053e+00  7.48924033e-01  1.35001469e+01  1.35000000e+01  0.00000000e+00  2.08148955e+00  3.24972103e-02 -9.61285335e-09  1.61766200e-01  3.41738617e-04 
 3.32563335e-03  3.32563335e-03  1.36617793e+01  7.43222786e+00  6.70840106e+00  1.83454588e+01  1.36617786e+01  1.44792658e+01  1.37721838e+00  7.49397960e-01  1.35001616e+01  1.35000000e+01  0.00000000e+00  2.08322759e+00  3.30758717e-02  7.12048849e-09  1.76421530e-01  3.48058058e-04 
 3.42563335e-03  3.42563335e-03  1.36757231e+01  7.57515717e+00  6.85048403e+00  1.86709627e+01  1.36757242e+01  1.44979437e+01  1.37811177e+00  7.49844651e-01  1.35001755e+01  1.35000000e+01  0.00000000e+00  2.08487111e+00  3.36282700e-02 -1.10389864e-08  1.90191602e-01  3.54121287e-04 
 3.52563335e-03  3.52563335e-03  1.36888833e+01  7.70872433e+00  6.98323430e+00  1.89780406e+01  1.36888827e+01  1.45155152e+01  1.37894936e+00  7.50263447e-01  1.35001887e+01  1.35000000e+01  0.00000000e+00  2.08641679e+00  3.41538057e-02  5.71660752e-09  2.03314143e-01  3.59901760e-04 
 3.62563335e-03  3.62563335e-03  1.37012518e+01  7.83293051e+00  7.10670078e+00  1.92663895e+01  1.37012531e+01  1.45316959e+01  1.37973206e+00  7.50654796e-01  1.35002011e+01  1.35000000e+01  0.00000000e+00  2.08786545e+00  3.46504768e-02 -1.24776236e-08  2.15568171e-01  3.65388666e-04 
 3.72563335e-03  3.72563335e-03  1.37128088e+01  7.94799490e+00  7.22105888e+00  1.95357248e+01  1.37128084e+01  1.45467956e+01  1.38045905e+00  7.51018293e-01  1.35002126e+01  1.35000000e+01  0.00000000e+00  2.08921476e+00  3.51176808e-02  4.28866046e-09  2.27093291e-01  3.70559960e-04 
 3.82563335e-03  3.82563335e-03  1.37235447e+01  8.05393725e+00  7.32636757e+00  1.97857807e+01  1.37235461e+01  1.45606047e+01  1.38113103e+00  7.51354285e-01  1.35002233e+01  1.35000000e+01  0.00000000e+00  2.09046523e+00  3.55537758e-02 -1.39327902e-08  2.37750825e-01  3.75405037e-04 
 3.92563335e-03  3.92563335e-03  1.37334453e+01  8.15092495e+00  7.42275806e+00  2.00163104e+01  1.37334451e+01  1.45733416e+01  1.38174749e+00  7.51662512e-01  1.35002332e+01  1.35000000e+01  0.00000000e+00  2.09161516e+00  3.59581616e-02  2.83758408e-09  2.47624682e-01  3.79905418e-04 
 4.02563335e-03  4.02563335e-03  1.37425006e+01  8.23898515e+00  7.51028987e+00  2.02270864e+01  1.37425022e+01  1.45848461e+01  1.38230897e+00  7.51943252e-01  1.35002423e+01  1.35000000e+01  0.00000000e+00  2.09266490e+00  3.63295263e-02 -1.54054504e-08  2.56625510e-01  3.84051406e-04 
 4.12563335e-03  4.12563335e-03  1.37507009e+01  8.31824621e+00  7.58906142e+00  2.04179007e+01  1.37507008e+01  1.45952787e+01  1.38281513e+00  7.52196331e-01  1.35002505e+01  1.35000000e+01  0.00000000e+00  2.09361315e+00  3.66672963e-02  1.36521693e-09  2.64803597e-01  3.87827663e-04 
 4.22563335e-03  4.22563335e-03  1.37580362e+01  8.38873616e+00  7.65912755e+00  2.05885651e+01  1.37580379e+01  1.46045140e+01  1.38326642e+00  7.52421976e-01  1.35002578e+01  1.35000000e+01  0.00000000e+00  2.09446018e+00  3.69704590e-02 -1.68947710e-08  2.72101180e-01  3.91225867e-04 
 4.32563335e-03  4.32563335e-03  1.37645004e+01  8.45055193e+00  7.72056027e+00  2.07389110e+01  1.37645004e+01  1.46126737e+01  1.38366260e+00  7.52620066e-01  1.35002642e+01  1.35000000e+01  0.00000000e+00  2.09520500e+00  3.72384949e-02 -1.25809361e-10  2.78547520e-01  3.94233616e-04 
 4.42563335e-03  4.42563335e-03  1.37700843e+01  8.50371825e+00  7.77340669e+00  2.08687901e+01  1.37700861e+01  1.46196575e+01  1.38400403e+00  7.52790782e-01  1.35002698e+01  1.35000000e+01  0.00000000e+00  2.09584783e+00  3.74706623e-02 -1.83986599e-08  2.84106091e-01  3.96844290e-04 
 4.52563335e-03  4.52563335e-03  1.37747848e+01  8.54830552e+00  7.81771639e+00  2.09780742e+01  1.37747849e+01  1.46255606e+01  1.38429054e+00  7.52934036e-01  1.35002745e+01  1.35000000e+01  0.00000000e+00  2.09638792e+00  3.76665216e-02 -1.63214971e-09  2.88792803e-01  3.99048319e-04 
 4.62563335e-03  4.62563335e-03  1.37785936e+01  8.58433250e+00  7.85352688e+00  2.10666555e+01  1.37785956e+01  1.46303015e+01  1.38452241e+00  7.53049972e-01  1.35002783e+01  1.35000000e+01  0.00000000e+00  2.09682546e+00  3.78255782e-02 -1.99140686e-08  2.92585966e-01  4.00841017e-04 
 4.72563335e-03  4.72563335e-03  1.37815103e+01  8.61184633e+00  7.88086787e+00  2.11344465e+01  1.37815106e+01  1.46339561e+01  1.38469950e+00  7.53138517e-01  1.35002812e+01  1.35000000e+01  0.00000000e+00  2.09715991e+00  3.79474933e-02 -3.14984980e-09  2.95493034e-01  4.02215588e-04 
 4.82563335e-03  4.82563335e-03  1.37835280e+01  8.63085797e+00  7.89976609e+00  2.11813804e+01  1.37835301e+01  1.46364575e+01  1.38482203e+00  7.53199783e-01  1.35002832e+01  1.35000000e+01  0.00000000e+00  2.09739146e+00  3.80320007e-02 -2.14372282e-08  2.97503039e-01  4.03169448e-04 
 4.92563335e-03  4.92563335e-03  1.37846487e+01  8.64139359e+00  7.91023308e+00  2.12074109e+01  1.37846492e+01  1.46378675e+01  1.38488987e+00  7.53233704e-01  1.35002844e+01  1.35000000e+01  0.00000000e+00  2.09751972e+00  3.80788794e-02 -4.67449303e-09  2.98618210e-01  4.03698533e-04 
 5.02563335e-03  5.02563335e-03  1.37848668e+01  8.64345496e+00  7.91228398e+00  2.12125122e+01  1.37848691e+01  1.46381303e+01  1.38490319e+00  7.53240362e-01  1.35002846e+01  1.35000000e+01  0.00000000e+00  2.09754491e+00  3.80880759e-02 -2.29638814e-08  2.98835581e-01  4.03802474e-04 
 5.12563335e-03  5.12563335e-03  1.37841867e+01  8.63704888e+00  7.90591322e+00  2.11966793e+01  1.37841873e+01  1.46372972e+01  1.38486185e+00  7.53219692e-01  1.35002839e+01  1.35000000e+01  0.00000000e+00  2.09746676e+00  3.80595012e-02 -6.20138889e-09  2.98154334e-01  4.03479900e-04 
 5.22563335e-03  5.22563335e-03  1.37826043e+01  8.62216683e+00  7.89112370e+00  2.11599278e+01  1.37826067e+01  1.46353211e+01  1.38476597e+00  7.53171750e-01  1.35002823e+01  1.35000000e+01  0.00000000e+00  2.09728555e+00  3.79933019e-02 -2.44895246e-08  2.96577672e-01  4.02732728e-04 
 5.32563335e-03  5.32563335e-03  1.37801263e+01  8.59879730e+00  7.86789345e+00  2.11022940e+01  1.37801270e+01  1.46322450e+01  1.38461540e+00  7.53096468e-01  1.35002798e+01  1.35000000e+01  0.00000000e+00  2.09700113e+00  3.78895320e-02 -7.72579036e-09  2.94103228e-01  4.01562236e-04 
 5.42563335e-03  5.42563335e-03  1.37767500e+01  8.56692052e+00  7.83621249e+00  2.10238349e+01  1.37767526e+01  1.46280284e+01  1.38441022e+00  7.52993879e-01  1.35002765e+01  1.35000000e+01  0.00000000e+00  2.09661381e+00  3.77485287e-02 -2.60096574e-08  2.90739138e-01  3.99972656e-04 
 5.52563335e-03  5.52563335e-03  1.37724845e+01  8.52650731e+00  7.79604276e+00  2.09246277e+01  1.37724854e+01  1.46227075e+01  1.38415028e+00  7.52863909e-01  1.35002722e+01  1.35000000e+01  0.00000000e+00  2.09612357e+00  3.75704974e-02 -9.24312264e-09  2.86482524e-01  3.97967860e-04 
 5.62563335e-03  5.62563335e-03  1.37673286e+01  8.47752575e+00  7.74736078e+00  2.08047704e+01  1.37673314e+01  1.46162465e+01  1.38383561e+00  7.52706575e-01  1.35002671e+01  1.35000000e+01  0.00000000e+00  2.09553077e+00  3.73559585e-02 -2.75200251e-08  2.81345631e-01  3.95554397e-04 
 5.72563335e-03  5.72563335e-03  1.37612936e+01  8.41992926e+00  7.69011244e+00  2.06643814e+01  1.37612947e+01  1.46086758e+01  1.38346606e+00  7.52521798e-01  1.35002610e+01  1.35000000e+01  0.00000000e+00  2.09483552e+00  3.71052751e-02 -1.07492050e-08  2.75325811e-01  3.92738660e-04 
 5.82563335e-03  5.82563335e-03  1.37543800e+01  8.35367282e+00  7.62426005e+00  2.05035991e+01  1.37543830e+01  1.45999621e+01  1.38304163e+00  7.52309580e-01  1.35002541e+01  1.35000000e+01  0.00000000e+00  2.09403825e+00  3.68191453e-02 -2.90168421e-08  2.68438892e-01  3.89529485e-04 
 5.92563335e-03  5.92563335e-03  1.37466012e+01  8.27869247e+00  7.54973321e+00  2.03225822e+01  1.37466024e+01  1.45901298e+01  1.38256215e+00  7.52069844e-01  1.35002464e+01  1.35000000e+01  0.00000000e+00  2.09313918e+00  3.64980948e-02 -1.22404524e-08  2.60683003e-01  3.85935698e-04 
 6.02563335e-03  6.02563335e-03  1.37379596e+01  8.19492909e+00  7.46647922e+00  2.01215094e+01  1.37379626e+01  1.45791463e+01  1.38202763e+00  7.51802582e-01  1.35002377e+01  1.35000000e+01  0.00000000e+00  2.09213884e+00  3.61429953e-02 -3.04969899e-08  2.52077285e-01  3.81968368e-04 
 6.12563335e-03  6.12563335e-03  1.37284705e+01  8.10230098e+00  7.37441085e+00  1.99005791e+01  1.37284718e+01  1.45670289e+01  1.38143791e+00  7.51507722e-01  1.35002282e+01  1.35000000e+01  0.00000000e+00  2.09103756e+00  3.57545392e-02 -1.37140559e-08  2.42621095e-01  3.77638657e-04 
 6.22563335e-03  6.22563335e-03  1.37181383e+01  8.00073370e+00  7.27345931e+00  1.96600094e+01  1.37181415e+01  1.45537421e+01  1.38079298e+00  7.51185260e-01  1.35002179e+01  1.35000000e+01  0.00000000e+00  2.08983600e+00  3.53337688e-02 -3.19581983e-08  2.32336876e-01  3.72959790e-04 
 6.32563335e-03  6.32563335e-03  1.37069807e+01  7.89012709e+00  7.16351969e+00  1.94000375e+01  1.37069822e+01  1.45392941e+01  1.38009273e+00  7.50835134e-01  1.35002068e+01  1.35000000e+01  0.00000000e+00  2.08853466e+00  3.48815466e-02 -1.51681661e-08  2.21225667e-01  3.67945157e-04 
 6.42563335e-03  6.42563335e-03  1.36950040e+01  7.77038972e+00  7.04450553e+00  1.91209202e+01  1.36950074e+01  1.45236414e+01  1.37933717e+00  7.50457355e-01  1.35001948e+01  1.35000000e+01  0.00000000e+00  2.08713431e+00  3.43990849e-02 -3.33992596e-08  2.09313555e-01  3.62610069e-04 
 6.52563335e-03  6.52563335e-03  1.36822283e+01  7.64140139e+00  6.91629252e+00  1.88229328e+01  1.36822300e+01  1.45067773e+01  1.37852625e+00  7.50051892e-01  1.35001820e+01  1.35000000e+01  0.00000000e+00  2.08563566e+00  3.38874208e-02 -1.66021578e-08  1.96603926e-01  3.56970047e-04 
 6.62563335e-03  6.62563335e-03  1.36686626e+01  7.50305083e+00  6.77877377e+00  1.85063695e+01  1.36686661e+01  1.44886411e+01  1.37766005e+00  7.49618790e-01  1.35001685e+01  1.35000000e+01  0.00000000e+00  2.08403970e+00  3.33479399e-02 -3.48204069e-08  1.83127480e-01  3.51042441e-04 
 6.72563335e-03  6.72563335e-03  1.36543296e+01  7.35519431e+00  6.63180193e+00  1.81715426e+01  1.36543314e+01  1.44691995e+01  1.37673861e+00  7.49158073e-01  1.35001542e+01  1.35000000e+01  0.00000000e+00  2.08234739e+00  3.27818628e-02 -1.80172032e-08  1.68891277e-01  3.44844881e-04 
 6.82563335e-03  6.82563335e-03  1.36392417e+01  7.19769471e+00  6.47524371e+00  1.78187826e+01  1.36392454e+01  1.44483554e+01  1.37576219e+00  7.48669862e-01  1.35001391e+01  1.35000000e+01  0.00000000e+00  2.08056007e+00  3.21907612e-02 -3.62242448e-08  1.53933035e-01  3.38396837e-04 
 6.92563335e-03  6.92563335e-03  1.36234259e+01  7.03037586e+00  6.30891966e+00  1.74484377e+01  1.36234279e+01  1.44260204e+01  1.37473104e+00  7.48154288e-01  1.35001233e+01  1.35000000e+01  0.00000000e+00  2.07867913e+00  3.15760637e-02 -1.94178265e-08  1.38266829e-01  3.31718242e-04 
 7.02563335e-03  7.02563335e-03  1.36068999e+01  6.85305911e+00  6.13265433e+00  1.70608732e+01  1.36069036e+01  1.44020138e+01  1.37364573e+00  7.47611633e-01  1.35001068e+01  1.35000000e+01  0.00000000e+00  2.07670653e+00  3.09395695e-02 -3.76184708e-08  1.21943856e-01  3.24831175e-04 
 7.12563335e-03  7.12563335e-03  1.35896981e+01  6.66550937e+00  5.94620945e+00  1.66564717e+01  1.35897002e+01  1.43761147e+01  1.37250701e+00  7.47042271e-01  1.35000896e+01  1.35000000e+01  0.00000000e+00  2.07464455e+00  3.02829915e-02 -2.08168391e-08  1.04995435e-01  3.17758828e-04 
