time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006)
0.0,0.0,11.9998951,1.25849669,0.0,0.0,12.0
2e-05,-5.95031135e-10,11.9998951,1.25849669,-5.95030913e-10,-5.94951866e-10,12.0
4e-05,-7.14734938e-10,11.9998951,1.25849669,-7.14734494e-10,-7.14560633e-10,12.0
8e-05,-7.63042962e-10,11.9998951,1.25849669,-7.63042296e-10,-7.62671926e-10,12.0
0.00016,-7.02195191e-10,11.9998951,1.25849669,-7.02193859e-10,-7.01434022e-10,12.0
0.00032,-9.9955999e-10,11.9998951,1.25849669,-9.99556438e-10,-9.9789399e-10,12.0
0.00064,-1.36020972e-10,11.9998951,1.25849669,-1.36010092e-10,-1.33155265e-10,12.0
0.00128,-7.53827001e-10,11.9998951,1.25849669,-7.53792362e-10,-7.49103224e-10,12.0
0.00256,-8.20257418e-10,11.9998951,1.25849669,-8.20123747e-10,-8.08988432e-10,12.0
0.00456,-4.52231141e-10,11.9998951,1.25849669,-4.51808813e-10,-4.32987202e-10,12.0
0.00656,-5.36196643e-10,11.9998951,1.25849669,-5.35368416e-10,-5.11101828e-10,12.0
0.00856,-4.48777238e-10,11.9998951,1.25849669,-4.47455628e-10,-4.18046042e-10,12.0
0.01056,-5.28319832e-10,11.9998951,1.25849669,-5.2642668e-10,-4.92188956e-10,12.0
0.01256,-4.39629666e-10,11.9998951,1.25849669,-4.37095027e-10,-3.98336031e-10,12.0
0.01456,-5.14102982e-10,11.9998951,1.25849669,-5.10866682e-10,-4.67908823e-10,12.0
0.01656,-4.2337267e-10,11.9998951,1.25849669,-4.19383195e-10,-3.72545328e-10,12.0
0.01856,-4.92309526e-10,11.9998951,1.25849669,-4.87523577e-10,-4.37143877e-10,12.0
0.02056,-3.98878708e-10,11.9998951,1.25849669,-3.93261645e-10,-3.39678063e-10,12.0
0.02256,-4.61770178e-10,11.9998951,1.25849669,-4.55294691e-10,-3.98866717e-10,12.0
0.02456,-3.6562553e-10,11.9998951,1.25849669,-3.58272967e-10,-2.99358538e-10,12.0
0.02656,-4.22350377e-10,11.9998951,1.25849669,-4.14110302e-10,-3.53088447e-10,12.0
0.02856,-3.23069793e-10,11.9998951,1.25849669,-3.13939097e-10,-2.5119018e-10,12.0
0.03056,-3.73520548e-10,11.9998951,1.25849669,-3.6350456e-10,-2.99429814e-10,12.0
0.03256,-2.71079603e-10,11.9998951,1.25849669,-2.6019098e-10,-1.95191197e-10,12.0
0.03456,-3.15456106e-10,11.9998951,1.25849669,-3.03715053e-10,-2.38209674e-10,12.0
0.03656,-2.09941842e-10,11.9998951,1.25849669,-1.97376337e-10,-1.31783029e-10,12.0
0.03856,-2.4850233e-10,11.9998951,1.25849669,-2.35147235e-10,-1.6989965e-10,12.0
0.04056,-1.40379708e-10,11.9998951,1.25849669,-1.26276767e-10,-6.18038953e-11,12.0
0.04256,-1.73511872e-10,11.9998951,1.25849669,-1.58710156e-10,-9.54540891e-11,12.0
0.04456,-6.30542285e-11,11.9998951,1.25849669,-4.76088058e-11,1.39956935e-11,12.0
0.04656,-9.13691345e-11,11.9998951,1.25849669,-7.53417329e-11,-1.58326685e-11,12.0
0.04856,2.06434869e-11,11.9998951,1.25849669,3.71842557e-11,9.41671185e-11,12.0
0.05056,-3.55715457e-12,11.9998951,1.25849669,1.34228184e-11,6.74440503e-11,12.0
0.05256,1.09435128e-10,11.9998951,1.25849669,1.26775035e-10,1.77414305e-10,12.0
0.05456,8.85236329e-11,11.9998951,1.25849669,1.06138653e-10,1.52976076e-10,12.0
0.05656,2.01611616e-10,11.9998951,1.25849669,2.19412932e-10,2.62048605e-10,12.0
0.05856,1.82949877e-10,11.9998951,1.25849669,2.00843786e-10,2.38883358e-10,12.0
0.06056,2.95200309e-10,11.9998951,1.25849669,3.13089554e-10,3.46164652e-10,12.0
0.06256,2.77917467e-10,11.9998951,1.25849669,2.95701241e-10,3.2345282e-10,12.0
0.06456,3.8824699e-10,11.9998951,1.25849669,4.05822043e-10,4.27921032e-10,12.0
0.06656,3.71074727e-10,11.9998951,1.25849669,3.88335586e-10,4.04469125e-10,12.0
0.06856,4.78474593e-10,11.9998951,1.25849669,4.95313346e-10,5.05203213e-10,12.0
0.07056,4.60371963e-10,11.9998951,1.25849669,4.76680029e-10,4.80067985e-10,12.0
0.07256,5.6374394e-10,11.9998951,1.25849669,5.79412518e-10,5.76078962e-10,12.0
0.07456,5.43497913e-10,11.9998951,1.25849669,5.58418423e-10,5.48167955e-10,12.0
0.07656,6.41720899e-10,11.9998951,1.25849669,6.55786092e-10,6.38466169e-10,12.0
0.07856,6.18161078e-10,11.9998951,1.25849669,6.31264818e-10,6.06751982e-10,12.0
0.08056,7.10020931e-10,11.9998951,1.25849669,7.22059301e-10,6.90277169e-10,12.0
0.08256,6.82042645e-10,11.9998951,1.25849669,6.9291417e-10,6.53818555e-10,12.0
0.08456,7.66652519e-10,11.9998951,1.25849669,7.76259057e-10,7.29854399e-10,12.0
0.08656,7.33108907e-10,11.9998951,1.25849669,7.41357642e-10,6.87683244e-10,12.0
0.08856,8.09369016e-10,11.9998951,1.25849669,8.16171353e-10,7.55318474e-10,12.0
0.09056,7.6938278e-10,11.9998951,1.25849669,7.74655673e-10,7.0675199e-10,12.0
0.09256,8.36416492e-10,11.9998951,1.25849669,8.4008378e-10,7.65309371e-10,12.0
0.09456,7.89077692e-10,11.9998951,1.25849669,7.91069654e-10,7.09642789e-10,12.0
0.09656,8.4631302e-10,11.9998951,1.25849669,8.46567483e-10,7.58758389e-10,12.0
0.09856,7.90983279e-10,11.9998951,1.25849669,7.89446286e-10,6.95562719e-10,12.0
0.10056,8.37538039e-10,11.9998951,1.25849669,8.34163849e-10,7.34567296e-10,12.0
0.10256,7.73549891e-10,11.9998951,1.25849669,7.68302755e-10,6.63391342e-10,12.0
0.10456,8.09252887e-10,11.9998951,1.25849669,8.02106381e-10,6.92326863e-10,12.0
0.10656,7.36321004e-10,11.9998951,1.25849669,7.2725892e-10,6.13093798e-10,12.0
0.10856,7.60905339e-10,11.9998951,1.25849669,7.49921902e-10,6.31900532e-10,12.0
0.11056,6.78844314e-10,11.9998951,1.25849669,6.65945299e-10,5.4462812e-10,12.0
0.11256,6.92271129e-10,11.9998951,1.25849669,6.77472967e-10,5.53464607e-10,12.0
0.11456,6.01168004e-10,11.9998951,1.25849669,5.84498672e-10,4.58431293e-10,12.0
0.11656,6.03721073e-10,11.9998951,1.25849669,5.85220095e-10,4.57763605e-10,12.0
0.11856,5.03943554e-10,11.9998951,1.25849669,4.83662221e-10,3.55508289e-10,12.0
0.12056,4.96216401e-10,11.9998951,1.25849669,4.74217998e-10,3.46089601e-10,12.0
0.12256,3.88447274e-10,11.9998951,1.25849669,3.64806629e-10,2.37441844e-10,12.0
0.12456,3.71046971e-10,11.9998951,1.25849669,3.45850459e-10,2.20012009e-10,12.0
0.12656,2.55957255e-10,11.9998951,1.25849669,2.29303465e-10,1.05762732e-10,12.0
0.12856,2.29872121e-10,11.9998951,1.25849669,2.01871853e-10,8.14164292e-11,12.0
0.13056,1.08667297e-10,11.9998951,1.25849669,7.94413424e-11,-3.7140957e-11,12.0
0.13256,7.52864437e-11,11.9998951,1.25849669,4.49660309e-11,-6.69471145e-11,12.0
0.13456,-5.08584286e-11,11.9998951,1.25849669,-8.21311907e-11,-1.88588034e-10,12.0
0.13656,-9.01940744e-11,11.9998951,1.25849669,-1.22266863e-10,-2.22482699e-10,12.0
0.13856,-2.19583685e-10,11.9998951,1.25849669,-2.52294852e-10,-3.45503404e-10,12.0
0.14056,-2.63232769e-10,11.9998951,1.25849669,-2.96412894e-10,-3.81858101e-10,12.0
0.14256,-3.94085653e-10,11.9998951,1.25849669,-4.27557101e-10,-5.04511766e-10,12.0
0.14456,-4.40070203e-10,11.9998951,1.25849669,-4.73647788e-10,-5.41406031e-10,12.0
0.14656,-5.70821168e-10,11.9998951,1.25849669,-6.04313488e-10,-6.62205624e-10,12.0
0.14856,-6.17220053e-10,11.9998951,1.25849669,-6.50431042e-10,-6.97818248e-10,12.0
0.15056,-7.45465467e-10,11.9998951,1.25849669,-7.78194842e-10,-8.1448559e-10,12.0
0.15256,-7.90182808e-10,11.9998951,1.25849669,-8.22226509e-10,-8.46869908e-10,12.0
