N,model_cost_usd_total,judge_cost_usd_total,total_cost_usd,note
128,1.759161,11.84386,13.603021,Somma dei costi stimati sulle run aggregate. Usa --dedupe per evitare doppi conteggi se sono presenti sia summary JSON sia file judge singoli.
