 time            time            v(H1_GATE)      v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)         @ddiode7_1[id]  @ddiode7_3[id]  @ddiode7_4[id]  @ddiode7_5[id] 
 4.12874479e-03  4.12874479e-03  1.29265584e+01  1.35521825e+01  1.28649995e+01  2.04235155e+01  1.24571955e+01  1.33162072e+01  1.32758881e+00  7.24583172e-01  1.20004567e+01  1.20000000e+01  0.00000000e+00  1.46168045e+00  1.61361756e-02  4.69372558e-03  3.23149396e-01  1.33349001e-04 
 4.22874479e-03  4.22874479e-03  1.29460100e+01  1.35718151e+01  1.28832935e+01  2.05935501e+01  1.24745977e+01  1.33352215e+01  1.32910479e+00  7.25341161e-01  1.20004741e+01  1.20000000e+01  0.00000000e+00  1.46338783e+00  1.65698178e-02  4.71415498e-03  3.30003154e-01  1.37314709e-04 
 4.32874479e-03  4.32874479e-03  1.29628015e+01  1.35888102e+01  1.28991240e+01  2.07432613e+01  1.24897634e+01  1.33517381e+01  1.33041900e+00  7.25998268e-01  1.20004893e+01  1.20000000e+01  0.00000000e+00  1.46486893e+00  1.69543925e-02  4.73042257e-03  3.36031987e-01  1.40847927e-04 
 4.42874479e-03  4.42874479e-03  1.29770723e+01  1.36031864e+01  1.29125140e+01  2.08725014e+01  1.25027454e+01  1.33659222e+01  1.33153882e+00  7.26558177e-01  1.20005022e+01  1.20000000e+01  0.00000000e+00  1.46613167e+00  1.72883395e-02  4.74327961e-03  3.41252798e-01  1.43930161e-04 
 4.52874479e-03  4.52874479e-03  1.29889020e+01  1.36151489e+01  1.29236534e+01  2.09811429e+01  1.25135695e+01  1.33777073e+01  1.33246880e+00  7.27023168e-01  1.20005131e+01  1.20000000e+01  0.00000000e+00  1.46718086e+00  1.75702662e-02  4.75334231e-03  3.45638048e-01  1.46541093e-04 
 4.62874479e-03  4.62874479e-03  1.29983804e+01  1.36246825e+01  1.29325311e+01  2.10690785e+01  1.25222791e+01  1.33872271e+01  1.33321465e+00  7.27396095e-01  1.20005218e+01  1.20000000e+01  0.00000000e+00  1.46802266e+00  1.77993066e-02  4.76101632e-03  3.49195653e-01  1.48669263e-04 
 4.72874479e-03  4.72874479e-03  1.30055515e+01  1.36319354e+01  1.29392835e+01  2.11362215e+01  1.25288910e+01  1.33944222e+01  1.33377939e+00  7.27678465e-01  1.20005284e+01  1.20000000e+01  0.00000000e+00  1.46866026e+00  1.79745649e-02  4.76661240e-03  3.51910024e-01  1.50301195e-04 
 4.82874479e-03  4.82874479e-03  1.30104694e+01  1.36368711e+01  1.29438782e+01  2.11825056e+01  1.25334351e+01  1.33993961e+01  1.33416676e+00  7.27872150e-01  1.20005329e+01  1.20000000e+01  0.00000000e+00  1.46909771e+00  1.80956409e-02  4.77034405e-03  3.53783640e-01  1.51430923e-04 
 4.92874479e-03  4.92874479e-03  1.30131509e+01  1.36395934e+01  1.29464106e+01  2.12078851e+01  1.25359172e+01  1.34020905e+01  1.33437807e+00  7.27977806e-01  1.20005354e+01  1.20000000e+01  0.00000000e+00  1.46933638e+00  1.81620128e-02  4.77233924e-03  3.54810133e-01  1.52050769e-04 
 5.02874479e-03  5.02874479e-03  1.30136211e+01  1.36400493e+01  1.29468326e+01  2.12123350e+01  1.25363529e+01  1.34025815e+01  1.33441510e+00  7.27996318e-01  1.20005358e+01  1.20000000e+01  0.00000000e+00  1.46937821e+00  1.81736424e-02  4.77268260e-03  3.54988927e-01  1.52159636e-04 
 5.12874479e-03  5.12874479e-03  1.30118733e+01  1.36383049e+01  1.29452047e+01  2.11958509e+01  1.25347364e+01  1.34008086e+01  1.33427743e+00  7.27927481e-01  1.20005342e+01  1.20000000e+01  0.00000000e+00  1.46922272e+00  1.81303358e-02  4.77136856e-03  3.54320916e-01  1.51755219e-04 
 5.22874479e-03  5.22874479e-03  1.30079062e+01  1.36342915e+01  1.29414636e+01  2.11584491e+01  1.25310693e+01  1.33968233e+01  1.33396489e+00  7.27771214e-01  1.20005305e+01  1.20000000e+01  0.00000000e+00  1.46886976e+00  1.80323816e-02  4.76837069e-03  3.52804119e-01  1.50841126e-04 
 5.32874479e-03  5.32874479e-03  1.30016895e+01  1.36280395e+01  1.29356369e+01  2.11001664e+01  1.25253340e+01  1.33905606e+01  1.33347534e+00  7.27526439e-01  1.20005248e+01  1.20000000e+01  0.00000000e+00  1.46831701e+00  1.78799145e-02  4.76355607e-03  3.50445300e-01  1.49420360e-04 
 5.42874479e-03  5.42874479e-03  1.29931944e+01  1.36194611e+01  1.29276435e+01  2.10210604e+01  1.25175181e+01  1.33820493e+01  1.33280669e+00  7.27192113e-01  1.20005170e+01  1.20000000e+01  0.00000000e+00  1.46756225e+00  1.76735647e-02  4.75677081e-03  3.47242246e-01  1.47501406e-04 
 5.52874479e-03  5.52874479e-03  1.29823637e+01  1.36085488e+01  1.29174753e+01  2.09212091e+01  1.25075923e+01  1.33712183e+01  1.33195502e+00  7.26766278e-01  1.20005071e+01  1.20000000e+01  0.00000000e+00  1.46660125e+00  1.74138441e-02  4.74772099e-03  3.43206592e-01  1.45092854e-04 
 5.62874479e-03  5.62874479e-03  1.29691359e+01  1.35951885e+01  1.29050265e+01  2.08007111e+01  1.24955312e+01  1.33580761e+01  1.33091636e+00  7.26246949e-01  1.20004950e+01  1.20000000e+01  0.00000000e+00  1.46542979e+00  1.71017986e-02  4.73606495e-03  3.38336697e-01  1.42208653e-04 
