 time            time            v(OUT_B)        v(OUT_1)        v(OUT_2)        v(OUT_3)       
 9.33765648e+00  9.33765648e+00  4.42812632e-02  8.24449465e-02  8.32757572e-02  6.05826016e-02 
 9.33965648e+00  9.33965648e+00  4.43269980e-02  8.34897097e-02  7.63459799e-02  6.13473828e-02 
 9.34165648e+00  9.34165648e+00  4.43929164e-02  8.45583092e-02  7.81996368e-02  6.21322184e-02 
 9.34365648e+00  9.34365648e+00  4.44697230e-02  8.56797234e-02  7.19504599e-02  6.29519653e-02 
 9.34565648e+00  9.34565648e+00  4.45662569e-02  8.68281417e-02  7.39357973e-02  6.37942215e-02 
 9.34765648e+00  9.34765648e+00  4.46732745e-02  8.80334687e-02  6.82411720e-02  6.46743686e-02 
 9.34965648e+00  9.34965648e+00  4.47997218e-02  8.92694392e-02  7.03223265e-02  6.55798396e-02 
 9.35165648e+00  9.35165648e+00  4.49363881e-02  9.05669770e-02  6.50854281e-02  6.65265983e-02 
 9.35365648e+00  9.35365648e+00  4.50923325e-02  9.18993542e-02  6.72370920e-02  6.75019208e-02 
 9.35565648e+00  9.35565648e+00  4.52583606e-02  9.32986202e-02  6.23822707e-02  6.85224199e-02 
