 time            time            v(OUT_B)        v(OUT_1)        v(OUT_2)        v(OUT_3)        v(OUT_4)       
 9.01556131e+00  9.01556131e+00  4.66434906e-02  1.14998967e+01  5.00720878e-02  1.49143609e-01  4.46857178e-01 
 9.01756131e+00  9.01756131e+00  4.69444074e-02  1.15001306e+01  5.02926197e-02  1.53448601e-01  3.74058886e-01 
 9.01956131e+00  9.01956131e+00  4.72598646e-02  1.14998968e+01  5.05239581e-02  1.58031103e-01  3.18467600e-01 
 9.02156131e+00  9.02156131e+00  4.75922713e-02  1.15001306e+01  5.07656526e-02  1.62918169e-01  2.78718972e-01 
 9.02356131e+00  9.02356131e+00  4.79398366e-02  1.14998968e+01  5.10183675e-02  1.68140473e-01  2.45649937e-01 
 9.02556131e+00  9.02556131e+00  4.83050649e-02  1.15001306e+01  5.12816745e-02  1.73732969e-01  2.21029104e-01 
 9.02756131e+00  9.02756131e+00  4.86862049e-02  1.14998968e+01  5.15562708e-02  1.79735625e-01  1.99296607e-01 
 9.02956131e+00  9.02956131e+00  4.90858641e-02  1.15001306e+01  5.18417509e-02  1.86194393e-01  1.82775715e-01 
 9.03156131e+00  9.03156131e+00  4.95023343e-02  1.14998968e+01  5.21388461e-02  1.93162329e-01  1.67507745e-01 
 9.03356131e+00  9.03356131e+00  4.99383360e-02  1.15001306e+01  5.24471745e-02  2.00701057e-01  1.55790241e-01 
 9.03556131e+00  9.03556131e+00  5.03922083e-02  1.14998968e+01  5.27675033e-02  2.08882528e-01  1.44535705e-01 
 9.03756131e+00  9.03756131e+00  5.08667966e-02  1.15001306e+01  5.30994753e-02  2.17791313e-01  1.35879949e-01 
 9.03956131e+00  9.03956131e+00  5.13604936e-02  1.14998968e+01  5.34438960e-02  2.27527448e-01  1.27276270e-01 
 9.04156131e+00  9.04156131e+00  5.18762836e-02  2.74361674e+00  5.38004342e-02  2.38210177e-01  1.20680285e-01 
 9.04356131e+00  9.04356131e+00  5.24126212e-02  1.13928104e+00  5.41699366e-02  2.49982730e-01  1.13912219e-01 
 9.04536708e+00  9.04536708e+00  5.29173101e-02  8.24283265e-01  5.45143985e-02  2.61691809e-01  1.09279312e-01 
 9.04736708e+00  9.04736708e+00  5.34972385e-02  5.39466291e-01  5.49088122e-02  2.76049744e-01  1.03775710e-01 
 9.04936708e+00  9.04936708e+00  5.41026010e-02  4.57433058e-01  5.53164727e-02  2.92118184e-01  9.96293452e-02 
 9.05136708e+00  9.05136708e+00  5.47320071e-02  3.38547686e-01  5.57383164e-02  3.10218754e-01  9.51171194e-02 
 9.05336708e+00  9.05336708e+00  5.53889605e-02  3.10785829e-01  5.61741019e-02  3.30758819e-01  9.17636786e-02 
 9.05536708e+00  9.05536708e+00  5.60721738e-02  2.43600145e-01  5.66248176e-02  3.54262125e-01  8.80038907e-02 
 9.05736708e+00  9.05736708e+00  5.67853764e-02  2.33319646e-01  5.70902585e-02  3.81413374e-01  8.52551817e-02 
 9.05936708e+00  9.05936708e+00  5.75274057e-02  1.89188838e-01  5.75714701e-02  4.13125190e-01  8.20788464e-02 
 9.06136708e+00  9.06136708e+00  5.83022514e-02  1.86125613e-01  5.80682883e-02  4.50641246e-01  7.98006168e-02 
 9.06336708e+00  9.06336708e+00  5.91089027e-02  1.54379954e-01  5.85818213e-02  4.95701188e-01  7.70850756e-02 
 9.06536708e+00  9.06536708e+00  5.99516511e-02  1.54731716e-01  5.91119508e-02  5.50814592e-01  7.51792252e-02 
 9.06736708e+00  9.06736708e+00  6.08296727e-02  1.30452023e-01  5.96598546e-02  6.19739203e-01  7.28334409e-02 
 9.06936708e+00  9.06936708e+00  6.17476110e-02  1.32555686e-01  6.02254660e-02  7.08365262e-01  7.12267871e-02 
 9.07136708e+00  9.07136708e+00  6.27048730e-02  1.13145102e-01  6.08100403e-02  8.26475200e-01  6.91818747e-02 
 9.07336708e+00  9.07336708e+00  6.37065172e-02  1.16189886e-01  6.14135695e-02  9.91586604e-01  6.78188301e-02 
 9.07536708e+00  9.07536708e+00  6.47522374e-02  1.00142065e-01  6.20373956e-02  1.23846058e+00  6.60217774e-02 
 9.07736708e+00  9.07736708e+00  6.58475849e-02  1.03701929e-01  6.26815776e-02  1.64716949e+00  6.48594446e-02 
 9.07936708e+00  9.07936708e+00  6.69926123e-02  9.00801048e-02  6.33475548e-02  2.45221882e+00  6.32688406e-02 
 9.08136708e+00  9.08136708e+00  6.81934615e-02  9.39189983e-02  6.40354633e-02  4.75649550e+00  6.22736475e-02 
 9.08336708e+00  9.08336708e+00  6.94506369e-02  8.21085047e-02  6.47468523e-02  1.14998721e+01  6.08567106e-02 
 9.08480637e+00  9.08480637e+00  7.03945952e-02  8.70892044e-02  6.52733324e-02  1.15001556e+01  6.03033863e-02 
 9.08613453e+00  9.08613453e+00  7.12938246e-02  7.75196393e-02  6.57708638e-02  1.14998721e+01  5.93591756e-02 
 9.08769062e+00  9.08769062e+00  7.23870497e-02  8.22310649e-02  6.63676730e-02  1.15001556e+01  5.88074618e-02 
 9.08969062e+00  9.08969062e+00  7.38538990e-02  7.24846491e-02  6.71585299e-02  1.14998721e+01  5.76137405e-02 
 9.09169062e+00  9.09169062e+00  7.53986587e-02  7.65352665e-02  6.79763751e-02  1.15001555e+01  5.69391881e-02 
 9.09369062e+00  9.09369062e+00  7.70236613e-02  6.77457178e-02  6.88231165e-02  1.14998721e+01  5.58610881e-02 
 9.09569062e+00  9.09569062e+00  7.87384625e-02  7.17944848e-02  6.96992810e-02  1.15001555e+01  5.52799621e-02 
 9.09769062e+00  9.09769062e+00  8.05464947e-02  6.37783366e-02  7.06069537e-02  1.14998721e+01  5.43019535e-02 
 9.09969062e+00  9.09969062e+00  8.24588648e-02  6.78044231e-02  7.15468155e-02  1.15001555e+01  5.38016631e-02 
 9.10169062e+00  9.10169062e+00  8.44804466e-02  6.04226724e-02  7.25211559e-02  1.14998721e+01  5.29108748e-02 
 9.10369062e+00  9.10369062e+00  8.66243319e-02  6.44142335e-02  7.35308380e-02  1.15001555e+01  5.24810007e-02 
 9.10569062e+00  9.10569062e+00  8.88973059e-02  5.75594979e-02  7.45783888e-02  1.14998722e+01  5.16666833e-02 
 9.10769062e+00  9.10769062e+00  9.13150395e-02  6.15103368e-02  7.56648868e-02  1.15001555e+01  5.12985414e-02 
 9.10969062e+00  9.10969062e+00  9.38868872e-02  5.50982396e-02  7.67931374e-02  1.14998722e+01  5.05516543e-02 
 9.11169062e+00  9.11169062e+00  9.66319289e-02  5.90057417e-02  7.79644756e-02  1.15001555e+01  5.02379589e-02 
 9.11369062e+00  9.11369062e+00  9.95630261e-02  5.29689805e-02  7.91820339e-02  1.14998722e+01  4.95508503e-02 
 9.11569062e+00  9.11569062e+00  1.02703852e-01  5.68328102e-02  8.04474552e-02  1.15001555e+01  4.92854527e-02 
 9.11769062e+00  9.11769062e+00  1.06072139e-01  5.11169791e-02  8.17642595e-02  1.14998722e+01  4.86516073e-02 
 9.11969062e+00  9.11969062e+00  1.09697883e-01  5.49382444e-02  8.31344604e-02  1.15001555e+01  4.84292899e-02 
 9.12169062e+00  9.12169062e+00  1.13605724e-01  4.94988317e-02  8.45620402e-02  1.14998722e+01  4.78431305e-02 
 9.12369062e+00  9.12369062e+00  1.17834570e-01  5.32795417e-02  8.60494625e-02  1.15001555e+01  4.76594443e-02 
 9.12569062e+00  9.12569062e+00  1.22419089e-01  4.80797335e-02  8.76012650e-02  1.14998722e+01  4.71161721e-02 
 9.12769062e+00  9.12769062e+00  1.27411111e-01  5.18224439e-02  8.92204612e-02  3.16747701e+00  4.69673062e-02 
 9.12969062e+00  9.12969062e+00  1.32860263e-01  4.68314902e-02  9.09122612e-02  1.46962695e+00  4.64627741e-02 
 9.13158436e+00  9.13158436e+00  1.38505775e-01  5.05710379e-02  9.25843901e-02  1.08185684e+00  4.63611163e-02 
 9.13358436e+00  9.13358436e+00  1.45049911e-01  4.57586302e-02  9.44303274e-02  7.18076417e-01  4.58908404e-02 
 9.13558436e+00  9.13558436e+00  1.52290736e-01  4.94347572e-02  9.63628151e-02  6.15259538e-01  4.58014948e-02 
 9.13758436e+00  9.13758436e+00  1.60336676e-01  4.47837945e-02  9.83888693e-02  4.55685555e-01  4.53633006e-02 
 9.13958436e+00  9.13958436e+00  1.69336173e-01  4.84308349e-02  1.00514039e-01  4.19929199e-01  4.53002806e-02 
 9.14158436e+00  9.14158436e+00  1.79458916e-01  4.39223732e-02  1.02746595e-01  3.28387942e-01  4.48914162e-02 
 9.14358436e+00  9.14358436e+00  1.90935949e-01  4.75434153e-02  1.05093405e-01  3.15155699e-01  4.48525874e-02 
 9.14558436e+00  9.14558436e+00  2.04046011e-01  4.31611140e-02  1.07564322e-01  2.54764015e-01  4.44706391e-02 
 9.14758436e+00  9.14758436e+00  2.19171542e-01  4.67592033e-02  1.10167899e-01  2.51000439e-01  4.44541442e-02 
 9.14958436e+00  9.14958436e+00  2.36800435e-01  4.24888718e-02  1.12915999e-01  2.07539793e-01  4.40969889e-02 
 9.15158436e+00  9.15158436e+00  2.57617616e-01  4.60669865e-02  1.15819353e-01  2.08291070e-01  4.41012090e-02 
 9.15358436e+00  9.15358436e+00  2.82553330e-01  4.18962221e-02  1.18892424e-01  1.75088594e-01  4.37669747e-02 
 9.15558436e+00  9.15558436e+00  3.12970503e-01  4.54572598e-02  1.22148792e-01  1.78161091e-01  4.37904963e-02 
 9.15758436e+00  9.15758436e+00  3.50869270e-01  4.13751568e-02  1.25606322e-01  1.51660055e-01  4.34775285e-02 
 9.15958436e+00  9.15958436e+00  3.99398847e-01  4.49219286e-02  1.29282382e-01  1.55978071e-01  4.35191169e-02 
 9.16158436e+00  9.16158436e+00  4.63707908e-01  4.09188420e-02  1.33199364e-01  1.34104639e-01  4.32259511e-02 
 9.16358436e+00  9.16358436e+00  5.52966307e-01  4.44540718e-02  1.37379745e-01  1.39101960e-01  4.32845272e-02 
 9.16558436e+00  9.16558436e+00  6.85050464e-01  4.05214245e-02  1.41852057e-01  1.20563117e-01  4.30098647e-02 
 9.16758436e+00  9.16758436e+00  9.00339463e-01  4.40477516e-02  1.46645803e-01  1.25926444e-01  4.30844860e-02 
 9.16958436e+00  9.16958436e+00  1.31279770e+00  4.01778753e-02  1.51798001e-01  1.09872887e-01  4.28271742e-02 
 9.17158436e+00  9.17158436e+00  2.41790875e+00  4.36978592e-02  1.57348025e-01  1.15422817e-01  4.29170185e-02 
 9.17358436e+00  9.17358436e+00  1.14997789e+01  3.98838626e-02  1.63344904e-01  1.01272887e-01  4.26760337e-02 
 9.17498128e+00  9.17498128e+00  1.15002483e+01  4.34413178e-02  1.67826485e-01  1.08079306e-01  4.27990573e-02 
 9.17624765e+00  9.17624765e+00  1.14997789e+01  3.97146585e-02  1.72119165e-01  9.64500660e-02  4.25921391e-02 
 9.17787832e+00  9.17787832e+00  1.15002483e+01  4.32499895e-02  1.77996431e-01  1.02717566e-01  4.27152922e-02 
 9.17987832e+00  9.17987832e+00  1.14997789e+01  3.95138704e-02  1.85804782e-01  9.07878444e-02  4.24983074e-02 
 9.18187832e+00  9.18187832e+00  1.15002483e+01  4.30264851e-02  1.94360100e-01  9.64190355e-02  4.26241514e-02 
 9.18387832e+00  9.18387832e+00  1.14997790e+01  3.93313488e-02  2.03776024e-01  8.55425264e-02  4.24213553e-02 
 9.18587832e+00  9.18587832e+00  1.15002483e+01  4.28462309e-02  2.14185518e-01  9.11450180e-02  4.25602775e-02 
 9.18787832e+00  9.18787832e+00  1.14997790e+01  3.91871825e-02  2.25755556e-01  8.11297912e-02  4.23710020e-02 
 9.18987832e+00  9.18987832e+00  1.15002483e+01  4.27066158e-02  2.38687154e-01  8.66890903e-02  4.25225831e-02 
 9.19187832e+00  9.19187832e+00  1.14997790e+01  3.90791576e-02  2.53236364e-01  7.73870308e-02  4.23462377e-02 
 9.19387832e+00  9.19387832e+00  1.15002483e+01  4.26053885e-02  2.69721305e-01  8.28961005e-02  4.25101237e-02 
 9.19587832e+00  9.19587832e+00  1.14997791e+01  3.90053689e-02  2.88555944e-01  7.41909357e-02  4.23461880e-02 
 9.19787832e+00  9.19787832e+00  1.15002483e+01  4.25406142e-02  3.10273746e-01  7.96474373e-02  4.25220850e-02 
 9.19987832e+00  9.19987832e+00  1.14997791e+01  3.89641829e-02  3.35590509e-01  7.14464976e-02  4.23701025e-02 
 9.20187832e+00  9.20187832e+00  1.15002483e+01  4.25106385e-02  3.65471011e-01  7.68510578e-02  4.25577713e-02 
 9.20387832e+00  9.20387832e+00  1.14997791e+01  3.89542082e-02  4.01267665e-01  6.90794779e-02  4.24173442e-02 
 9.20587832e+00  9.20587832e+00  1.15002483e+01  4.25140567e-02  4.44913559e-01  7.44345827e-02  4.26165968e-02 
 9.20787832e+00  9.20787832e+00  1.14997791e+01  3.89742698e-02  4.99297413e-01  6.70311377e-02  4.24873816e-02 
 9.20987832e+00  9.20987832e+00  1.15002482e+01  4.25496889e-02  5.68905497e-01  7.23404198e-02  4.26980775e-02 
 9.21187832e+00  9.21187832e+00  1.14997792e+01  3.90233879e-02  6.61138688e-01  6.52544817e-02  4.25797804e-02 
 9.21387832e+00  9.21387832e+00  2.21655415e+00  4.26165582e-02  7.89087598e-01  7.05222580e-02  4.28018239e-02 
 9.21587832e+00  9.21587832e+00  8.99765335e-01  3.91007605e-02  9.78352996e-01  6.37115341e-02  4.26941984e-02 
 9.21787832e+00  9.21787832e+00  6.52023662e-01  4.27138735e-02  1.28655506e+00  6.89425053e-02  4.29275362e-02 
 9.21987832e+00  9.21987832e+00  4.12621520e-01  3.92057484e-02  1.87614163e+00  6.23713341e-02  4.28303796e-02 
 9.22187832e+00  9.22187832e+00  3.64767050e-01  4.28410149e-02  3.44925410e+00  6.75703896e-02  4.30749989e-02 
 9.22387832e+00  9.22387832e+00  2.59891590e-01  3.93378637e-02  1.14998182e+01  6.12084393e-02  4.29881503e-02 
 9.22525952e+00  9.22525952e+00  2.61522085e-01  4.29709968e-02  1.15002090e+01  6.65525349e-02  4.32164930e-02 
 9.22658847e+00  9.22658847e+00  2.06211680e-01  3.94434901e-02  1.14998182e+01  6.05126847e-02  4.31073124e-02 
 9.22820014e+00  9.22820014e+00  2.08942659e-01  4.30943149e-02  1.15002090e+01  6.57953844e-02  4.33515965e-02 
 9.23020014e+00  9.23020014e+00  1.61147965e-01  3.96023063e-02  1.14998182e+01  5.96849102e-02  4.32813827e-02 
 9.23220014e+00  9.23220014e+00  1.63699063e-01  4.32938782e-02  1.15002090e+01  6.48542308e-02  4.35544916e-02 
 9.23420014e+00  9.23420014e+00  1.29747449e-01  3.98031451e-02  1.14998182e+01  5.88905880e-02  4.34946116e-02 
 9.23620014e+00  9.23620014e+00  1.34638764e-01  4.35341366e-02  1.15002090e+01  6.40102849e-02  4.37799957e-02 
 9.23820014e+00  9.23820014e+00  1.08897501e-01  4.00304763e-02  1.14998183e+01  5.82128714e-02  4.37294394e-02 
 9.24020014e+00  9.24020014e+00  1.14836514e-01  4.37942172e-02  1.15002090e+01  6.33230167e-02  4.40265323e-02 
 9.24220014e+00  9.24220014e+00  9.42280711e-02  4.02844046e-02  1.14998183e+01  5.76405942e-02  4.39860373e-02 
 9.24420014e+00  9.24420014e+00  1.00586083e-01  4.40833692e-02  1.15002090e+01  6.27458134e-02  4.42950357e-02 
 9.24620014e+00  9.24620014e+00  8.34594945e-02  4.05651570e-02  1.14998183e+01  5.71642985e-02  4.42646493e-02 
 9.24820014e+00  9.24820014e+00  8.99448164e-02  4.44018982e-02  1.15002090e+01  6.22691201e-02  4.45857870e-02 
 9.25020014e+00  9.25020014e+00  7.52945498e-02  4.08730795e-02  1.14998184e+01  5.67759676e-02  4.45655926e-02 
 9.25220014e+00  9.25220014e+00  8.17682848e-02  4.47502394e-02  1.15002090e+01  6.18848305e-02  4.48991412e-02 
 9.25420014e+00  9.25420014e+00  6.89450618e-02  4.12086373e-02  1.14998184e+01  5.64687975e-02  4.48892579e-02 
 9.25620014e+00  9.25620014e+00  7.53421782e-02  4.51289588e-02  1.15002090e+01  6.15860615e-02  4.52355284e-02 
 9.25820014e+00  9.25820014e+00  6.39069207e-02  4.15724170e-02  1.14998184e+01  5.62370127e-02  4.52361120e-02 
 9.26020014e+00  9.26020014e+00  7.01996742e-02  4.55387561e-02  1.15002090e+01  6.13669714e-02  4.55954553e-02 
 9.26220014e+00  9.26220014e+00  5.98440811e-02  4.19651301e-02  1.14998184e+01  5.60757167e-02  4.56066991e-02 
 9.26420014e+00  9.26420014e+00  6.60240343e-02  4.59804691e-02  1.15002090e+01  6.12226121e-02  4.59795081e-02 
 9.26620014e+00  9.26620014e+00  5.65247623e-02  4.23876172e-02  1.14998185e+01  5.59807706e-02  4.60016441e-02 
 9.26820014e+00  9.26820014e+00  6.25935459e-02  4.64550790e-02  1.15002090e+01  6.11488085e-02  4.63883557e-02 
 9.27020014e+00  9.27020014e+00  5.37844623e-02  4.28408545e-02  1.14998185e+01  5.59486934e-02  4.64216561e-02 
 9.27220014e+00  9.27220014e+00  5.97488726e-02  4.69637185e-02  5.03081030e+00  6.11420598e-02  4.68227535e-02 
 9.27420014e+00  9.27420014e+00  5.15035585e-02  4.33259612e-02  1.64746966e+00  5.59765816e-02  4.68675328e-02 
 9.27620014e+00  9.27620014e+00  5.73729007e-02  4.75076801e-02  1.06132093e+00  6.11994593e-02  4.72835479e-02 
 9.27820014e+00  9.27820014e+00  4.95932313e-02  4.38442086e-02  6.82613670e-01  5.60620420e-02  4.73401648e-02 
 9.28020014e+00  9.28020014e+00  5.53778644e-02  4.80884276e-02  5.63658376e-01  6.13186279e-02  4.77716821e-02 
 9.28220014e+00  9.28220014e+00  4.79863316e-02  4.43970316e-02  4.15762033e-01  5.62031377e-02  4.78405426e-02 
 9.28420014e+00  9.28420014e+00  5.36968761e-02  4.87076089e-02  3.74416946e-01  6.14976603e-02  4.82882020e-02 
 9.28620014e+00  9.28620014e+00  4.66312914e-02  4.49860412e-02  2.93843572e-01  5.63983439e-02  4.83697623e-02 
 9.28820014e+00  9.28820014e+00  5.22782068e-02  4.93670713e-02  2.76948429e-01  6.17350819e-02  4.88342639e-02 
 9.29020014e+00  9.29020014e+00  4.54879638e-02  4.56130402e-02  2.25364833e-01  5.66465123e-02  4.89290339e-02 
 9.29220014e+00  9.29220014e+00  5.10813376e-02  5.00688794e-02  2.18550917e-01  6.20298129e-02  4.94111425e-02 
 9.29420014e+00  9.29420014e+00  4.45247199e-02  4.62800406e-02  1.82174900e-01  5.69468427e-02  4.95196903e-02 
 9.29620014e+00  9.29620014e+00  5.00741767e-02  5.08153360e-02  1.80184610e-01  6.23811411e-02  5.00202408e-02 
 9.29820014e+00  9.29820014e+00  4.37163846e-02  4.69892850e-02  1.52811439e-01  5.72988607e-02  5.01431973e-02 
 9.30020014e+00  9.30020014e+00  4.92310635e-02  5.16090061e-02  1.53351835e-01  6.27887006e-02  5.06631008e-02 
 9.30220014e+00  9.30220014e+00  4.30427431e-02  4.77432701e-02  1.31764495e-01  5.77024010e-02  5.08011651e-02 
 9.30420014e+00  9.30420014e+00  4.85683349e-02  5.24134706e-02  1.33800811e-01  6.32312347e-02  5.13372754e-02 
 9.30620014e+00  9.30620014e+00  4.24874584e-02  4.85447590e-02  1.16073490e-01  5.81575858e-02  5.14953600e-02 
 9.30820014e+00  9.30820014e+00  4.79581312e-02  5.33497496e-02  1.18837483e-01  6.37727022e-02  5.20570468e-02 
 9.31020014e+00  9.31020014e+00  4.20372005e-02  4.93968776e-02  1.04014082e-01  5.86648585e-02  5.22277263e-02 
 9.31220014e+00  9.31220014e+00  4.74978547e-02  5.43035263e-02  1.07258812e-01  6.43500174e-02  5.28120309e-02 
 9.31420014e+00  9.31420014e+00  4.16811143e-02  5.03030571e-02  9.45189720e-02  5.92249188e-02  5.30003929e-02 
 9.31620014e+00  9.31620014e+00  4.71392688e-02  5.53180376e-02  9.80486061e-02  6.49853241e-02  5.36086109e-02 
 9.31820014e+00  9.31820014e+00  4.14102963e-02  5.12671411e-02  8.68947381e-02  5.98387651e-02  5.38157001e-02 
 9.32020014e+00  9.32020014e+00  4.68731905e-02  5.63976866e-02  9.05907794e-02  6.56798500e-02  5.44492489e-02 
 9.32220014e+00  9.32220014e+00  4.12174493e-02  5.22934219e-02  8.06729726e-02  6.05076888e-02  5.46762201e-02 
 9.32420014e+00  9.32420014e+00  4.66920955e-02  5.75473941e-02  8.44621425e-02  6.64351463e-02  5.53366518e-02 
 9.32620014e+00  9.32620014e+00  4.10966035e-02  5.33867009e-02  7.55268726e-02  6.12332833e-02  5.55847824e-02 
 9.32820014e+00  9.32820014e+00  4.65898393e-02  5.87726700e-02  7.93632674e-02  6.72530991e-02  5.62737993e-02 
 9.33020014e+00  9.33020014e+00  4.10429003e-02  5.45523594e-02  7.12221389e-02  6.20174571e-02  5.65445032e-02 
 9.33220014e+00  9.33220014e+00  4.65614380e-02  6.00796962e-02  7.50769003e-02  6.81359458e-02  5.72639753e-02 
 9.33420014e+00  9.33420014e+00  4.10524220e-02  5.57964428e-02  6.75868392e-02  6.28624509e-02  5.75588192e-02 
 9.33620014e+00  9.33620014e+00  4.66028977e-02  6.14754265e-02  7.14419661e-02  6.90862954e-02  5.83108037e-02 
 9.33820014e+00  9.33820014e+00  4.11220594e-02  5.71257601e-02  6.44922444e-02  6.37708592e-02  5.86315263e-02 
 9.34020014e+00  9.34020014e+00  4.67110804e-02  6.29677031e-02  6.83367782e-02  7.01071556e-02  5.94182907e-02 
 9.34220014e+00  9.34220014e+00  4.12494070e-02  5.85480023e-02  6.18402664e-02  6.47456578e-02  5.97668244e-02 
 9.34420014e+00  9.34420014e+00  4.68835988e-02  6.45653977e-02  6.56678813e-02  7.12019645e-02  6.05908734e-02 
 9.34620014e+00  9.34620014e+00  4.14326828e-02  6.00718838e-02  5.95550014e-02  6.57902358e-02  6.09693695e-02 
 9.34820014e+00  9.34820014e+00  4.71187357e-02  6.62785788e-02  6.33624513e-02  7.23746291e-02  6.18334753e-02 
 9.35020014e+00  9.35020014e+00  4.16706655e-02  6.17073129e-02  5.75769047e-02  6.69084349e-02  6.22443340e-02 
 9.35220014e+00  9.35220014e+00  4.74153820e-02  6.81187153e-02  6.13630045e-02  7.36295713e-02  6.31515725e-02 
 9.35420014e+00  9.35420014e+00  4.19626480e-02  6.34655979e-02  5.58586925e-02  6.81045961e-02  6.35974774e-02 
 9.35620014e+00  9.35620014e+00  4.77729908e-02  7.00989215e-02  5.96236407e-02  7.49717827e-02  6.45512699e-02 
 9.35820014e+00  9.35820014e+00  4.23084040e-02  6.53596975e-02  5.43624074e-02  6.93836137e-02  6.50352287e-02 
 9.36020014e+00  9.36020014e+00  4.81915465e-02  7.22342575e-02  5.81073302e-02  7.64068888e-02  6.60393912e-02 
 9.36220014e+00  9.36220014e+00  4.27081658e-02  6.74045274e-02  5.30572804e-02  7.07510008e-02  6.65647839e-02 
 9.36420014e+00  9.36420014e+00  4.86715446e-02  7.45420976e-02  5.67839227e-02  7.79412255e-02  6.76235849e-02 
 9.36620014e+00  9.36620014e+00  4.31626121e-02  6.96173385e-02  5.19181514e-02  7.22129655e-02  6.81942205e-02 
 9.36820014e+00  9.36820014e+00  4.92139834e-02  7.70425863e-02  5.56286652e-02  7.95819284e-02  6.93124498e-02 
 9.37020014e+00  9.37020014e+00  4.36728661e-02  7.20181871e-02  5.09242851e-02  7.37765012e-02  6.99326341e-02 
 9.37220014e+00  9.37220014e+00  4.98203665e-02  7.97592067e-02  5.46210852e-02  8.13370397e-02  7.11156840e-02 
 9.37420014e+00  9.37420014e+00  4.42405016e-02  7.46305223e-02  5.00584734e-02  7.54494936e-02  7.17903008e-02 
 9.37620014e+00  9.37620014e+00  5.04927144e-02  8.27194955e-02  5.37441384e-02  8.32156337e-02  7.30442640e-02 
 9.37820014e+00  9.37820014e+00  4.48675590e-02  7.74819297e-02  4.93063465e-02  7.72408474e-02  7.37788721e-02 
 9.38020014e+00  9.38020014e+00  5.12335878e-02  8.59559501e-02  5.29835519e-02  8.52279667e-02  7.51106587e-02 
 9.38220014e+00  9.38220014e+00  4.55565703e-02  8.06050786e-02  4.86558393e-02  7.91606374e-02  7.59116103e-02 
 9.38420014e+00  9.38420014e+00  5.20461205e-02  8.95071912e-02  5.23273124e-02  8.73856554e-02  7.73290896e-02 
 9.38620014e+00  9.38620014e+00  4.63105939e-02  8.40389425e-02  4.80967742e-02  8.12202885e-02  7.82036732e-02 
 9.38820014e+00  9.38820014e+00  5.29340652e-02  9.34194685e-02  5.17652645e-02  8.97018904e-02  7.97158463e-02 
 9.39020014e+00  9.39020014e+00  4.71332611e-02  8.78303893e-02  4.76205312e-02  8.34327930e-02  8.06724624e-02 
 9.39220014e+00  9.39220014e+00  5.39018517e-02  9.77486335e-02  5.12887921e-02  9.21916934e-02  8.22896734e-02 
 9.39420014e+00  9.39420014e+00  4.80288346e-02  9.20362781e-02  4.72197866e-02  8.58129708e-02  8.33380509e-02 
 9.39620014e+00  9.39620014e+00  5.49546610e-02  1.02562759e-01  5.08905647e-02  9.48722282e-02  8.50722480e-02 
 9.39820014e+00  9.39820014e+00  4.90022815e-02  9.67262619e-02  4.68883028e-02  8.83777868e-02  8.62237131e-02 
 9.40020014e+00  9.40020014e+00  5.60985165e-02  1.07945662e-01  5.05643329e-02  9.77631781e-02  8.80887727e-02 
 9.40220014e+00  9.40220014e+00  5.00593635e-02  1.01986590e-01  4.66207592e-02  9.11467366e-02  8.93565855e-02 
 9.40420014e+00  9.40420014e+00  5.73403967e-02  1.14001728e-01  5.03047632e-02  1.00887209e-01  9.13687186e-02 
 9.40620014e+00  9.40620014e+00  5.12067482e-02  1.07925348e-01  4.64126154e-02  9.41423207e-02  9.27684985e-02 
 9.40820014e+00  9.40820014e+00  5.86883726e-02  1.20862609e-01  5.01073045e-02  1.04270538e-01  9.49467655e-02 
 9.41020014e+00  9.41020014e+00  5.24521441e-02  1.14679825e-01  4.62599994e-02  9.73906308e-02  9.64970332e-02 
 9.41220014e+00  9.41220014e+00  6.01517773e-02  1.28696738e-01  4.99680778e-02  1.07943640e-01  9.88640009e-02 
 9.41420014e+00  9.41420014e+00  5.38044673e-02  1.22427062e-01  4.61596158e-02  1.00922079e-01  1.00586877e-01 
 9.41620014e+00  9.41620014e+00  6.17414129e-02  1.37723108e-01  4.98837868e-02  1.11942134e-01  1.03169467e-01 
 9.41820014e+00  9.41820014e+00  5.52740458e-02  1.31399340e-01  4.61086715e-02  1.04772317e-01  1.05091579e-01 
 9.42020014e+00  9.42020014e+00  6.34698054e-02  1.48231755e-01  4.98516439e-02  1.16307893e-01  1.07922176e-01 
 9.42220014e+00  9.42220014e+00  5.68728710e-02  1.41907505e-01  4.61048133e-02  1.08983392e-01  1.10075861e-01 
 9.42420014e+00  9.42420014e+00  6.53515205e-02  1.60615055e-01  4.98693097e-02  1.21090462e-01  1.13193776e-01 
 9.42620014e+00  9.42620014e+00  5.86149106e-02  1.54377200e-01  4.61460777e-02  1.13605237e-01  1.15618677e-01 
 9.42820014e+00  9.42820014e+00  6.74035552e-02  1.75417173e-01  4.99348426e-02  1.26348884e-01  1.19072117e-01 
 9.43020014e+00  9.43020014e+00  6.05164981e-02  1.69407158e-01  4.62308483e-02  1.18697589e-01  1.21817348e-01 
 9.43220014e+00  9.43220014e+00  6.96458289e-02  1.93415208e-01  5.00466577e-02  1.32154065e-01  1.25666087e-01 
 9.43420014e+00  9.43420014e+00  6.25968220e-02  1.87867007e-01  4.63578223e-02  1.24332497e-01  1.28793225e-01 
 9.43620014e+00  9.43620014e+00  7.21018024e-02  2.15758593e-01  5.02034933e-02  1.38591890e-01  1.33112312e-01 
