 time            time            v(N003)        
 5.78665325e+00  5.78665325e+00  7.24486294e-02 
 5.78865325e+00  5.78865325e+00  7.40648711e-02 
 5.79065325e+00  5.79065325e+00  7.32677434e-02 
 5.79265325e+00  5.79265325e+00  7.49167343e-02 
 5.79465325e+00  5.79465325e+00  7.41286976e-02 
 5.79665325e+00  5.79665325e+00  7.58119938e-02 
 5.79865325e+00  5.79865325e+00  7.50333586e-02 
 5.80065325e+00  5.80065325e+00  7.67526226e-02 
 5.80265325e+00  5.80265325e+00  7.59837565e-02 
 5.80465325e+00  5.80465325e+00  7.77407660e-02 
 5.80665325e+00  5.80665325e+00  7.69820986e-02 
 5.80865325e+00  5.80865325e+00  7.87787574e-02 
 5.81065325e+00  5.81065325e+00  7.80307857e-02 
 5.81265325e+00  5.81265325e+00  7.98691351e-02 
 5.81465325e+00  5.81465325e+00  7.91324303e-02 
 5.81665325e+00  5.81665325e+00  8.10146619e-02 
 5.81865325e+00  5.81865325e+00  8.02898766e-02 
 5.82065325e+00  5.82065325e+00  8.22183467e-02 
 5.82265325e+00  5.82265325e+00  8.15062238e-02 
 5.82465325e+00  5.82465325e+00  8.34834697e-02 
 5.82665325e+00  5.82665325e+00  8.27848516e-02 
 5.82865325e+00  5.82865325e+00  8.48136097e-02 
 5.83065325e+00  5.83065325e+00  8.41294501e-02 
 5.83265325e+00  5.83265325e+00  8.62126763e-02 
 5.83465325e+00  5.83465325e+00  8.55440524e-02 
 5.83665325e+00  5.83665325e+00  8.76849455e-02 
 5.83865325e+00  5.83865325e+00  8.70330729e-02 
 5.84065325e+00  5.84065325e+00  8.92351006e-02 
 5.84265325e+00  5.84265325e+00  8.86013506e-02 
 5.84465325e+00  5.84465325e+00  9.08682795e-02 
 5.84665325e+00  5.84665325e+00  9.02541980e-02 
 5.84865325e+00  5.84865325e+00  9.25901274e-02 
 5.85065325e+00  5.85065325e+00  9.19974582e-02 
 5.85265325e+00  5.85265325e+00  9.44068587e-02 
 5.85465325e+00  5.85465325e+00  9.38375695e-02 
 5.85665325e+00  5.85665325e+00  9.63253278e-02 
 5.85865325e+00  5.85865325e+00  9.57816407e-02 
 5.86065325e+00  5.86065325e+00  9.83531104e-02 
 5.86265325e+00  5.86265325e+00  9.78375378e-02 
 5.86465325e+00  5.86465325e+00  1.00498598e-01 
 5.86665325e+00  5.86665325e+00  1.00013985e-01 
 5.86865325e+00  5.86865325e+00  1.02771110e-01 
 5.87065325e+00  5.87065325e+00  1.02320681e-01 
 5.87265325e+00  5.87265325e+00  1.05181019e-01 
 5.87465325e+00  5.87465325e+00  1.04768440e-01 
 5.87665325e+00  5.87665325e+00  1.07739903e-01 
 5.87865325e+00  5.87865325e+00  1.07369348e-01 
 5.88065325e+00  5.88065325e+00  1.10460725e-01 
 5.88265325e+00  5.88265325e+00  1.10136957e-01 
 5.88465325e+00  5.88465325e+00  1.13358041e-01 
 5.88665325e+00  5.88665325e+00  1.13086511e-01 
 5.88865325e+00  5.88865325e+00  1.16448248e-01 
 5.89065325e+00  5.89065325e+00  1.16235215e-01 
 5.89265325e+00  5.89265325e+00  1.19749885e-01 
 5.89465325e+00  5.89465325e+00  1.19602555e-01 
 5.89665325e+00  5.89665325e+00  1.23283990e-01 
 5.89865325e+00  5.89865325e+00  1.23210689e-01 
 5.90065325e+00  5.90065325e+00  1.27074533e-01 
 5.90265325e+00  5.90265325e+00  1.27084919e-01 
 5.90465325e+00  5.90465325e+00  1.31148937e-01 
 5.90665325e+00  5.90665325e+00  1.31254260e-01 
 5.90865325e+00  5.90865325e+00  1.35538727e-01 
 5.91065325e+00  5.91065325e+00  1.35752148e-01 
 5.91265325e+00  5.91265325e+00  1.40280317e-01 
 5.91465325e+00  5.91465325e+00  1.40617309e-01 
 5.91665325e+00  5.91665325e+00  1.45415993e-01 
 5.91865325e+00  5.91865325e+00  1.45894844e-01 
 5.92065325e+00  5.92065325e+00  1.50995139e-01 
 5.92265325e+00  5.92265325e+00  1.51637592e-01 
 5.92465325e+00  5.92465325e+00  1.57075793e-01 
 5.92665325e+00  5.92665325e+00  1.57907856e-01 
 5.92865325e+00  5.92865325e+00  1.63726613e-01 
 5.93065325e+00  5.93065325e+00  1.64779614e-01 
 5.93265325e+00  5.93265325e+00  1.71029422e-01 
 5.93465325e+00  5.93465325e+00  1.72341383e-01 
 5.93665325e+00  5.93665325e+00  1.79082507e-01 
 5.93865325e+00  5.93865325e+00  1.80699958e-01 
 5.94065325e+00  5.94065325e+00  1.88193661e-01 
 5.94265325e+00  5.94265325e+00  1.89990390e-01 
 5.94465325e+00  5.94465325e+00  1.98160106e-01 
 5.94665325e+00  5.94665325e+00  2.00364010e-01 
 5.94865325e+00  5.94865325e+00  2.09328479e-01 
 5.95065325e+00  5.95065325e+00  2.12023801e-01 
 5.95265325e+00  5.95265325e+00  2.21926343e-01 
 5.95465325e+00  5.95465325e+00  2.25220524e-01 
 5.95665325e+00  5.95665325e+00  2.36242540e-01 
 5.95865325e+00  5.95865325e+00  2.40274537e-01 
 5.96065325e+00  5.96065325e+00  2.52649269e-01 
 5.96265325e+00  5.96265325e+00  2.57601665e-01 
 5.96465325e+00  5.96465325e+00  2.71634448e-01 
 5.96665325e+00  5.96665325e+00  2.77751525e-01 
 5.96865325e+00  5.96865325e+00  2.93850403e-01 
 5.97065325e+00  5.97065325e+00  3.01809291e-01 
 5.97265325e+00  5.97265325e+00  3.20190265e-01 
 5.97465325e+00  5.97465325e+00  3.30241610e-01 
 5.97665325e+00  5.97665325e+00  3.51907173e-01 
 5.97865325e+00  5.97865325e+00  3.64786392e-01 
 5.98065325e+00  5.98065325e+00  3.90819353e-01 
 5.98265325e+00  5.98265325e+00  4.07633973e-01 
 5.98465325e+00  5.98465325e+00  4.39667181e-01 
 5.98665325e+00  5.98665325e+00  4.62160730e-01 
 5.98865325e+00  5.98865325e+00  5.02781837e-01 
 5.99065325e+00  5.99065325e+00  5.33856331e-01 
 5.99265325e+00  5.99265325e+00  5.87433912e-01 
 5.99465325e+00  5.99465325e+00  6.32281189e-01 
 5.99665325e+00  5.99665325e+00  7.06832613e-01 
 5.99865325e+00  5.99865325e+00  7.75691777e-01 
 6.00065325e+00  6.00065325e+00  8.87734377e-01 
 6.00265325e+00  6.00265325e+00  1.00381794e+00 
 6.00465325e+00  6.00465325e+00  1.19376118e+00 
 6.00665325e+00  6.00665325e+00  1.42249752e+00 
 6.00865325e+00  6.00865325e+00  1.82204141e+00 
 6.01065325e+00  6.01065325e+00  2.43836138e+00 
 6.01265325e+00  6.01265325e+00  3.83617054e+00 
 6.01465325e+00  6.01465325e+00  8.39641561e+00 
 6.01665325e+00  6.01665325e+00  1.14991154e+01 
 6.01865325e+00  6.01865325e+00  1.14989932e+01 
 6.02065325e+00  6.02065325e+00  1.14991154e+01 
 6.02265325e+00  6.02265325e+00  1.14989933e+01 
 6.02465325e+00  6.02465325e+00  1.14991154e+01 
 6.02665325e+00  6.02665325e+00  1.14989933e+01 
 6.02865325e+00  6.02865325e+00  1.14991155e+01 
 6.03065325e+00  6.03065325e+00  1.14989933e+01 
 6.03265325e+00  6.03265325e+00  1.14991155e+01 
 6.03465325e+00  6.03465325e+00  1.14989934e+01 
 6.03665325e+00  6.03665325e+00  1.14991155e+01 
 6.03865325e+00  6.03865325e+00  1.14989934e+01 
 6.04065325e+00  6.04065325e+00  1.14991155e+01 
 6.04265325e+00  6.04265325e+00  1.14989934e+01 
 6.04465325e+00  6.04465325e+00  1.14991155e+01 
 6.04665325e+00  6.04665325e+00  1.14989934e+01 
 6.04865325e+00  6.04865325e+00  1.14991155e+01 
 6.05065325e+00  6.05065325e+00  1.14989935e+01 
 6.05265325e+00  6.05265325e+00  1.14991156e+01 
 6.05465325e+00  6.05465325e+00  1.14989935e+01 
 6.05665325e+00  6.05665325e+00  1.14991156e+01 
 6.05865325e+00  6.05865325e+00  1.14989935e+01 
 6.06065325e+00  6.06065325e+00  1.14991156e+01 
 6.06265325e+00  6.06265325e+00  1.14989935e+01 
 6.06465325e+00  6.06465325e+00  1.14991156e+01 
 6.06665325e+00  6.06665325e+00  1.14989936e+01 
 6.06865325e+00  6.06865325e+00  1.14991156e+01 
 6.07065325e+00  6.07065325e+00  1.14989936e+01 
 6.07265325e+00  6.07265325e+00  1.14991156e+01 
 6.07465325e+00  6.07465325e+00  1.14989936e+01 
 6.07665325e+00  6.07665325e+00  1.14991156e+01 
 6.07865325e+00  6.07865325e+00  1.14989936e+01 
 6.08065325e+00  6.08065325e+00  1.14991157e+01 
 6.08265325e+00  6.08265325e+00  1.14989936e+01 
 6.08465325e+00  6.08465325e+00  1.14991157e+01 
 6.08665325e+00  6.08665325e+00  1.14989937e+01 
 6.08865325e+00  6.08865325e+00  1.14991157e+01 
 6.09065325e+00  6.09065325e+00  1.14989937e+01 
 6.09265325e+00  6.09265325e+00  1.14991157e+01 
 6.09465325e+00  6.09465325e+00  1.14989937e+01 
 6.09665325e+00  6.09665325e+00  1.14991157e+01 
 6.09841858e+00  6.09841858e+00  7.30938469e+00 
 6.10006821e+00  6.10006821e+00  3.16248782e+00 
 6.10144695e+00  6.10144695e+00  2.09342911e+00 
 6.10270417e+00  6.10270417e+00  1.61587604e+00 
 6.10389038e+00  6.10389038e+00  1.30136196e+00 
 6.10589038e+00  6.10589038e+00  9.94246914e-01 
 6.10789038e+00  6.10789038e+00  7.85861279e-01 
 6.10989038e+00  6.10989038e+00  6.57694603e-01 
 6.11189038e+00  6.11189038e+00  5.53453953e-01 
 6.11389038e+00  6.11389038e+00  4.84837641e-01 
 6.11589038e+00  6.11589038e+00  4.22612761e-01 
 6.11789038e+00  6.11789038e+00  3.80662783e-01 
 6.11989038e+00  6.11989038e+00  3.39468554e-01 
 6.12189038e+00  6.12189038e+00  3.11608975e-01 
 6.12389038e+00  6.12389038e+00  2.82407993e-01 
 6.12589038e+00  6.12589038e+00  2.62829852e-01 
 6.12789038e+00  6.12789038e+00  2.41096307e-01 
 6.12989038e+00  6.12989038e+00  2.26761850e-01 
 6.13189038e+00  6.13189038e+00  2.09982035e-01 
 6.13389038e+00  6.13389038e+00  1.99156181e-01 
 6.13589038e+00  6.13589038e+00  1.85824112e-01 
 6.13789038e+00  6.13789038e+00  1.77448103e-01 
 6.13989038e+00  6.13989038e+00  1.66607742e-01 
 6.14189038e+00  6.14189038e+00  1.60001389e-01 
 6.14389038e+00  6.14389038e+00  1.51017381e-01 
 6.14589038e+00  6.14589038e+00  1.45725301e-01 
 6.14789038e+00  6.14789038e+00  1.38159424e-01 
 6.14989038e+00  6.14989038e+00  1.33866240e-01 
 6.15189038e+00  6.15189038e+00  1.27406790e-01 
 6.15389038e+00  6.15389038e+00  1.23887824e-01 
 6.15589038e+00  6.15589038e+00  1.18307261e-01 
 6.15789038e+00  6.15789038e+00  1.15398553e-01 
 6.15989038e+00  6.15989038e+00  1.10527051e-01 
 6.16189038e+00  6.16189038e+00  1.08016902e-01 
 6.16389038e+00  6.16389038e+00  1.03814735e-01 
 6.16589038e+00  6.16589038e+00  1.01719780e-01 
 6.16789038e+00  6.16789038e+00  9.79778025e-02 
 6.16989038e+00  6.16989038e+00  9.62219160e-02 
 6.17189038e+00  6.17189038e+00  9.28663650e-02 
 6.17389038e+00  6.17389038e+00  9.13903092e-02 
 6.17589038e+00  6.17589038e+00  8.83621853e-02 
 6.17789038e+00  6.17789038e+00  8.71192684e-02 
 6.17989038e+00  6.17989038e+00  8.43708511e-02 
 6.18189038e+00  6.18189038e+00  8.33238447e-02 
 6.18389038e+00  6.18389038e+00  8.08161442e-02 
 6.18589038e+00  6.18589038e+00  7.99350561e-02 
 6.18789038e+00  6.18789038e+00  7.76359218e-02 
 6.18989038e+00  6.18989038e+00  7.68963620e-02 
 6.19189038e+00  6.19189038e+00  7.47790596e-02 
 6.19389038e+00  6.19389038e+00  7.41610232e-02 
 6.19589038e+00  6.19589038e+00  7.22031504e-02 
 6.19789038e+00  6.19789038e+00  7.16901017e-02 
 6.19989038e+00  6.19989038e+00  6.98727524e-02 
 6.20189038e+00  6.20189038e+00  6.94509247e-02 
 6.20389038e+00  6.20389038e+00  6.77580393e-02 
 6.20589038e+00  6.20589038e+00  6.74158957e-02 
 6.20789038e+00  6.20789038e+00  6.58337491e-02 
 6.20989038e+00  6.20989038e+00  6.55615629e-02 
 6.21189038e+00  6.21189038e+00  6.40783590e-02 
 6.21389038e+00  6.21389038e+00  6.38678838e-02 
 6.21589038e+00  6.21589038e+00  6.24734310e-02 
 6.21789038e+00  6.21789038e+00  6.23176387e-02 
 6.21989038e+00  6.21989038e+00  6.10030888e-02 
 6.22189038e+00  6.22189038e+00  6.08959610e-02 
 6.22389038e+00  6.22389038e+00  5.96535964e-02 
 6.22589038e+00  6.22589038e+00  5.95899567e-02 
 6.22789038e+00  6.22789038e+00  5.84130170e-02 
 6.22989038e+00  6.22989038e+00  5.83883943e-02 
 6.23189038e+00  6.23189038e+00  5.72589250e-02 
 6.23389038e+00  6.23389038e+00  5.72815600e-02 
 6.23589038e+00  6.23589038e+00  5.62075024e-02 
 6.23789038e+00  6.23789038e+00  5.62605919e-02 
 6.23989038e+00  6.23989038e+00  5.52372734e-02 
 6.24189038e+00  6.24189038e+00  5.53180298e-02 
 6.24389038e+00  6.24389038e+00  5.43411791e-02 
 6.24589038e+00  6.24589038e+00  5.44471600e-02 
 6.24789038e+00  6.24789038e+00  5.35129720e-02 
 6.24989038e+00  6.24989038e+00  5.36420302e-02 
 6.25189038e+00  6.25189038e+00  5.27471045e-02 
 6.25389038e+00  6.25389038e+00  5.28973478e-02 
 6.25589038e+00  6.25589038e+00  5.20386369e-02 
 6.25789038e+00  6.25789038e+00  5.22083939e-02 
 6.25989038e+00  6.25989038e+00  5.13831591e-02 
 6.26189038e+00  6.26189038e+00  5.15709504e-02 
 6.26389038e+00  6.26389038e+00  5.07817538e-02 
 6.26589038e+00  6.26589038e+00  5.09812108e-02 
 6.26789038e+00  6.26789038e+00  5.02203132e-02 
 6.26989038e+00  6.26989038e+00  5.04358400e-02 
 6.27189038e+00  6.27189038e+00  4.97012406e-02 
 6.27389038e+00  6.27389038e+00  4.99317491e-02 
 6.27589038e+00  6.27589038e+00  4.92216619e-02 
 6.27789038e+00  6.27789038e+00  4.94661836e-02 
 6.27989038e+00  6.27989038e+00  4.87789829e-02 
 6.28189038e+00  6.28189038e+00  4.90366547e-02 
 6.28389038e+00  6.28389038e+00  4.83708586e-02 
 6.28589038e+00  6.28589038e+00  4.86409107e-02 
 6.28789038e+00  6.28789038e+00  4.79951650e-02 
 6.28989038e+00  6.28989038e+00  4.82769106e-02 
 6.29189038e+00  6.29189038e+00  4.76476030e-02 
 6.29389038e+00  6.29389038e+00  4.79428094e-02 
 6.29589038e+00  6.29589038e+00  4.73314237e-02 
 6.29789038e+00  6.29789038e+00  4.76369074e-02 
 6.29989038e+00  6.29989038e+00  4.70423880e-02 
 6.30189038e+00  6.30189038e+00  4.73576833e-02 
 6.30389038e+00  6.30389038e+00  4.67790510e-02 
 6.30589038e+00  6.30589038e+00  4.71037429e-02 
 6.30789038e+00  6.30789038e+00  4.65400964e-02 
 6.30989038e+00  6.30989038e+00  4.68738156e-02 
 6.31189038e+00  6.31189038e+00  4.63243244e-02 
 6.31389038e+00  6.31389038e+00  4.66667428e-02 
 6.31589038e+00  6.31589038e+00  4.61306406e-02 
 6.31789038e+00  6.31789038e+00  4.64814678e-02 
 6.31989038e+00  6.31989038e+00  4.59580466e-02 
 6.32189038e+00  6.32189038e+00  4.63170259e-02 
 6.32389038e+00  6.32389038e+00  4.58056310e-02 
 6.32589038e+00  6.32589038e+00  4.61725373e-02 
 6.32789038e+00  6.32789038e+00  4.56725626e-02 
 6.32989038e+00  6.32989038e+00  4.60471989e-02 
 6.33189038e+00  6.33189038e+00  4.55580828e-02 
 6.33389038e+00  6.33389038e+00  4.59402783e-02 
 6.33589038e+00  6.33589038e+00  4.54615004e-02 
 6.33789038e+00  6.33789038e+00  4.58511084e-02 
 6.33989038e+00  6.33989038e+00  4.53821855e-02 
 6.34189038e+00  6.34189038e+00  4.57790816e-02 
 6.34389038e+00  6.34389038e+00  4.53195653e-02 
 6.34589038e+00  6.34589038e+00  4.57236456e-02 
 6.34789038e+00  6.34789038e+00  4.52731195e-02 
 6.34989038e+00  6.34989038e+00  4.56842995e-02 
 6.35189038e+00  6.35189038e+00  4.52423767e-02 
 6.35389038e+00  6.35389038e+00  4.56605898e-02 
 6.35589038e+00  6.35589038e+00  4.52269108e-02 
 6.35789038e+00  6.35789038e+00  4.56521072e-02 
 6.35989038e+00  6.35989038e+00  4.52263381e-02 
 6.36189038e+00  6.36189038e+00  4.56584841e-02 
 6.36389038e+00  6.36389038e+00  4.52403146e-02 
 6.36589038e+00  6.36589038e+00  4.56793913e-02 
 6.36789038e+00  6.36789038e+00  4.52685332e-02 
 6.36989038e+00  6.36989038e+00  4.57145362e-02 
 6.37189038e+00  6.37189038e+00  4.53107223e-02 
 6.37389038e+00  6.37389038e+00  4.57636608e-02 
 6.37589038e+00  6.37589038e+00  4.53666429e-02 
 6.37789038e+00  6.37789038e+00  4.58265393e-02 
 6.37989038e+00  6.37989038e+00  4.54360878e-02 
 6.38189038e+00  6.38189038e+00  4.59029770e-02 
 6.38389038e+00  6.38389038e+00  4.55188794e-02 
 6.38589038e+00  6.38589038e+00  4.59928088e-02 
 6.38789038e+00  6.38789038e+00  4.56148688e-02 
 6.38989038e+00  6.38989038e+00  4.60958976e-02 
 6.39189038e+00  6.39189038e+00  4.57239345e-02 
 6.39389038e+00  6.39389038e+00  4.62121335e-02 
 6.39589038e+00  6.39589038e+00  4.58459813e-02 
 6.39789038e+00  6.39789038e+00  4.63414329e-02 
 6.39989038e+00  6.39989038e+00  4.59809395e-02 
 6.40189038e+00  6.40189038e+00  4.64837375e-02 
 6.40389038e+00  6.40389038e+00  4.61287642e-02 
 6.40589038e+00  6.40589038e+00  4.66390135e-02 
 6.40789038e+00  6.40789038e+00  4.62894347e-02 
 6.40989038e+00  6.40989038e+00  4.68072517e-02 
 6.41189038e+00  6.41189038e+00  4.64629539e-02 
 6.41389038e+00  6.41389038e+00  4.69884660e-02 
 6.41589038e+00  6.41589038e+00  4.66493482e-02 
 6.41789038e+00  6.41789038e+00  4.71826942e-02 
 6.41989038e+00  6.41989038e+00  4.68486667e-02 
 6.42189038e+00  6.42189038e+00  4.73899970e-02 
 6.42389038e+00  6.42389038e+00  4.70609817e-02 
 6.42589038e+00  6.42589038e+00  4.76104582e-02 
 6.42789038e+00  6.42789038e+00  4.72863882e-02 
 6.42989038e+00  6.42989038e+00  4.78441847e-02 
 6.43189038e+00  6.43189038e+00  4.75250040e-02 
 6.43389038e+00  6.43389038e+00  4.80913063e-02 
 6.43589038e+00  6.43589038e+00  4.77769701e-02 
 6.43789038e+00  6.43789038e+00  4.83519764e-02 
 6.43989038e+00  6.43989038e+00  4.80424504e-02 
 6.44189038e+00  6.44189038e+00  4.86263719e-02 
 6.44389038e+00  6.44389038e+00  4.83216328e-02 
 6.44589038e+00  6.44589038e+00  4.89146937e-02 
 6.44789038e+00  6.44789038e+00  4.86147290e-02 
 6.44989038e+00  6.44989038e+00  4.92171672e-02 
 6.45189038e+00  6.45189038e+00  4.89219753e-02 
 6.45389038e+00  6.45389038e+00  4.95340429e-02 
 6.45589038e+00  6.45589038e+00  4.92436333e-02 
 6.45789038e+00  6.45789038e+00  4.98655973e-02 
 6.45989038e+00  6.45989038e+00  4.95799904e-02 
 6.46189038e+00  6.46189038e+00  5.02121332e-02 
 6.46389038e+00  6.46389038e+00  4.99313612e-02 
 6.46589038e+00  6.46589038e+00  5.05739812e-02 
 6.46789038e+00  6.46789038e+00  5.02980880e-02 
 6.46989038e+00  6.46989038e+00  5.09515007e-02 
 6.47189038e+00  6.47189038e+00  5.06805421e-02 
 6.47389038e+00  6.47389038e+00  5.13450807e-02 
 6.47589038e+00  6.47589038e+00  5.10791251e-02 
 6.47789038e+00  6.47789038e+00  5.17551415e-02 
 6.47989038e+00  6.47989038e+00  5.14942703e-02 
 6.48189038e+00  6.48189038e+00  5.21821362e-02 
 6.48389038e+00  6.48389038e+00  5.19264442e-02 
 6.48589038e+00  6.48589038e+00  5.26265522e-02 
 6.48789038e+00  6.48789038e+00  5.23761482e-02 
 6.48989038e+00  6.48989038e+00  5.30889131e-02 
 6.49189038e+00  6.49189038e+00  5.28439208e-02 
 6.49389038e+00  6.49389038e+00  5.35697806e-02 
 6.49589038e+00  6.49589038e+00  5.33303393e-02 
 6.49789038e+00  6.49789038e+00  5.40697570e-02 
 6.49989038e+00  6.49989038e+00  5.38360224e-02 
 6.50189038e+00  6.50189038e+00  5.45894874e-02 
 6.50389038e+00  6.50389038e+00  5.43616326e-02 
 6.50589038e+00  6.50589038e+00  5.51296626e-02 
 6.50789038e+00  6.50789038e+00  5.49078791e-02 
 6.50989038e+00  6.50989038e+00  5.56910217e-02 
 6.51189038e+00  6.51189038e+00  5.54755207e-02 
 6.51389038e+00  6.51389038e+00  5.62743558e-02 
 6.51589038e+00  6.51589038e+00  5.60653695e-02 
 6.51789038e+00  6.51789038e+00  5.68805111e-02 
 6.51989038e+00  6.51989038e+00  5.66782942e-02 
 6.52189038e+00  6.52189038e+00  5.75103934e-02 
 6.52389038e+00  6.52389038e+00  5.73152247e-02 
 6.52589038e+00  6.52589038e+00  5.81649718e-02 
 6.52789038e+00  6.52789038e+00  5.79771559e-02 
 6.52989038e+00  6.52989038e+00  5.88452839e-02 
 6.53189038e+00  6.53189038e+00  5.86651534e-02 
 6.53389038e+00  6.53389038e+00  5.95524407e-02 
 6.53589038e+00  6.53589038e+00  5.93803585e-02 
 6.53789038e+00  6.53789038e+00  6.02876328e-02 
 6.53989038e+00  6.53989038e+00  6.01239942e-02 
 6.54189038e+00  6.54189038e+00  6.10521363e-02 
 6.54389038e+00  6.54389038e+00  6.08973721e-02 
 6.54589038e+00  6.54589038e+00  6.18473200e-02 
 6.54789038e+00  6.54789038e+00  6.17018995e-02 
 6.54989038e+00  6.54989038e+00  6.26746534e-02 
 6.55189038e+00  6.55189038e+00  6.25390877e-02 
 6.55389038e+00  6.55389038e+00  6.35357149e-02 
 6.55589038e+00  6.55589038e+00  6.34105608e-02 
 6.55789038e+00  6.55789038e+00  6.44322019e-02 
 6.55989038e+00  6.55989038e+00  6.43180660e-02 
 6.56189038e+00  6.56189038e+00  6.53659408e-02 
 6.56389038e+00  6.56389038e+00  6.52634846e-02 
 6.56589038e+00  6.56589038e+00  6.63388994e-02 
 6.56789038e+00  6.56789038e+00  6.62488441e-02 
 6.56989038e+00  6.56989038e+00  6.73531997e-02 
 6.57189038e+00  6.57189038e+00  6.72763325e-02 
 6.57389038e+00  6.57389038e+00  6.84111327e-02 
 6.57589038e+00  6.57589038e+00  6.83483136e-02 
 6.57789038e+00  6.57789038e+00  6.95151751e-02 
 6.57989038e+00  6.57989038e+00  6.94673442e-02 
 6.58189038e+00  6.58189038e+00  7.06680075e-02 
 6.58389038e+00  6.58389038e+00  7.06361935e-02 
 6.58589038e+00  6.58589038e+00  7.18725355e-02 
 6.58789038e+00  6.58789038e+00  7.18578655e-02 
 6.58989038e+00  6.58989038e+00  7.31319125e-02 
 6.59189038e+00  6.59189038e+00  7.31356228e-02 
 6.59389038e+00  6.59389038e+00  7.44495669e-02 
 6.59589038e+00  6.59589038e+00  7.44730152e-02 
 6.59789038e+00  6.59789038e+00  7.58292313e-02 
 6.59989038e+00  6.59989038e+00  7.58739112e-02 
 6.60189038e+00  6.60189038e+00  7.72749768e-02 
 6.60389038e+00  6.60389038e+00  7.73425334e-02 
 6.60589038e+00  6.60589038e+00  7.87912514e-02 
 6.60789038e+00  6.60789038e+00  7.88834999e-02 
 6.60989038e+00  6.60989038e+00  8.03829238e-02 
 6.61189038e+00  6.61189038e+00  8.05018708e-02 
 6.61389038e+00  6.61389038e+00  8.20553342e-02 
 6.61589038e+00  6.61589038e+00  8.22032016e-02 
 6.61789038e+00  6.61789038e+00  8.38143515e-02 
 6.61989038e+00  6.61989038e+00  8.39936048e-02 
 6.62189038e+00  6.62189038e+00  8.56664400e-02 
 6.62389038e+00  6.62389038e+00  8.58798208e-02 
 6.62589038e+00  6.62589038e+00  8.76187361e-02 
 6.62789038e+00  6.62789038e+00  8.78692997e-02 
 6.62989038e+00  6.62989038e+00  8.96791374e-02 
 6.63189038e+00  6.63189038e+00  8.99702968e-02 
 6.63389038e+00  6.63389038e+00  9.18564055e-02 
 6.63589038e+00  6.63589038e+00  9.21919832e-02 
 6.63789038e+00  6.63789038e+00  9.41602877e-02 
 6.63989038e+00  6.63989038e+00  9.45445761e-02 
 6.64189038e+00  6.64189038e+00  9.66016580e-02 
 6.64389038e+00  6.64389038e+00  9.70394912e-02 
 6.64589038e+00  6.64589038e+00  9.91926843e-02 
 6.64789038e+00  6.64789038e+00  9.96895227e-02 
 6.64989038e+00  6.64989038e+00  1.01947026e-01 
 6.65189038e+00  6.65189038e+00  1.02509057e-01 
 6.65389038e+00  6.65389038e+00  1.04880066e-01 
 6.65589038e+00  6.65589038e+00  1.05514328e-01 
 6.65789038e+00  6.65789038e+00  1.08009198e-01 
 6.65989038e+00  6.65989038e+00  1.08723720e-01 
 6.66189038e+00  6.66189038e+00  1.11354153e-01 
 6.66389038e+00  6.66389038e+00  1.12158139e-01 
 6.66589038e+00  6.66589038e+00  1.14937415e-01 
 6.66789038e+00  6.66789038e+00  1.15841455e-01 
 6.66989038e+00  6.66989038e+00  1.18784714e-01 
 6.67189038e+00  6.67189038e+00  1.19801044e-01 
 6.67389038e+00  6.67389038e+00  1.22925626e-01 
 6.67589038e+00  6.67589038e+00  1.24068461e-01 
 6.67789038e+00  6.67789038e+00  1.27394328e-01 
 6.67989038e+00  6.67989038e+00  1.28680261e-01 
 6.68189038e+00  6.68189038e+00  1.32230515e-01 
 6.68389038e+00  6.68389038e+00  1.33679028e-01 
 6.68589038e+00  6.68589038e+00  1.37480570e-01 
 6.68789038e+00  6.68789038e+00  1.39114671e-01 
 6.68989038e+00  6.68989038e+00  1.43199020e-01 
 6.69189038e+00  6.69189038e+00  1.45046067e-01 
 6.69389038e+00  6.69389038e+00  1.49450411e-01 
 6.69589038e+00  6.69589038e+00  1.51543158e-01 
 6.69789038e+00  6.69789038e+00  1.56311704e-01 
 6.69989038e+00  6.69989038e+00  1.58689684e-01 
 6.70189038e+00  6.70189038e+00  1.63875418e-01 
 6.70389038e+00  6.70389038e+00  1.66586744e-01 
 6.70589038e+00  6.70589038e+00  1.72253748e-01 
 6.70789038e+00  6.70789038e+00  1.75357536e-01 
 6.70989038e+00  6.70989038e+00  1.81760341e-01 
 6.71189038e+00  6.71189038e+00  1.85261556e-01 
 6.71389038e+00  6.71389038e+00  1.92243101e-01 
 6.71589038e+00  6.71589038e+00  1.96296227e-01 
 6.71789038e+00  6.71789038e+00  2.04068701e-01 
 6.71989038e+00  6.71989038e+00  2.08790372e-01 
 6.72189038e+00  6.72189038e+00  2.17510297e-01 
 6.72389038e+00  6.72389038e+00  2.23051282e-01 
 6.72589038e+00  6.72589038e+00  2.32920397e-01 
 6.72789038e+00  6.72789038e+00  2.39478881e-01 
 6.72989038e+00  6.72989038e+00  2.50761895e-01 
 6.73189038e+00  6.73189038e+00  2.58603417e-01 
 6.73389038e+00  6.73389038e+00  2.71654900e-01 
 6.73589038e+00  6.73589038e+00  2.81143200e-01 
 6.73789038e+00  6.73789038e+00  2.96449577e-01 
 6.73989038e+00  6.73989038e+00  3.08095975e-01 
 6.74189038e+00  6.74189038e+00  3.26343626e-01 
 6.74389038e+00  6.74389038e+00  3.40889272e-01 
 6.74589038e+00  6.74589038e+00  3.63079843e-01 
