 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)         v(N009)         v(N010)         v(N011)         v(N012)         v(N013)         v(N014)         v(N015)         v(N016)         v(N017)         @ddiode7_1[id]  @ddiode7_2[id]  @ddiode7_3[id]  @ddiode7_4[id]  @ddiode7_5[id]  @ddiode7_6[id]  @ddiode7_7[id]  @dled12_1[id]   @dled12_2[id]   @dled12_3[id]  
 0.00000000e+00  0.00000000e+00  0.00000000e+00  9.00000000e+00  1.16481710e+00  7.47253762e+00  5.63245021e-08  8.99984187e+00  8.99992094e+00  8.99985244e+00  8.99999991e+00  8.99992618e+00  7.39560011e+00  1.16481109e+00  8.27924390e-01  1.41229878e-01  8.07671044e-08  7.40674936e+00  8.99999986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
 1.00000000e-05  1.00000000e-05  0.00000000e+00  9.00003000e+00  1.16483343e+00  7.47256739e+00  5.63261871e-08  8.99987187e+00  8.99995093e+00  8.99988243e+00  9.00002991e+00  8.99995617e+00  7.39562961e+00  1.16482742e+00  8.27924503e-01  1.41229873e-01  8.07688867e-08  7.40677883e+00  9.00002986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
 2.00000000e-05  2.00000000e-05  0.00000000e+00  9.00006000e+00  1.16484258e+00  7.47259715e+00  5.63278737e-08  8.99990186e+00  8.99998093e+00  8.99991243e+00  9.00005991e+00  8.99998617e+00  7.39565910e+00  1.16483656e+00  8.27924615e-01  1.41229867e-01  8.07706705e-08  7.40680830e+00  9.00005986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
 4.00000000e-05  4.00000000e-05  0.00000000e+00  9.00012000e+00  1.16485283e+00  7.47265668e+00  5.63312484e-08  8.99996185e+00  9.00004093e+00  8.99997242e+00  9.00011991e+00  9.00004616e+00  7.39571809e+00  1.16484681e+00  8.27924840e-01  1.41229856e-01  8.07742398e-08  7.40686724e+00  9.00011986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
 8.00000000e-05  8.00000000e-05  0.00000000e+00  9.00024000e+00  1.16485453e+00  7.47277575e+00  5.63380062e-08  9.00008182e+00  9.00016091e+00  9.00009241e+00  9.00023991e+00  9.00016616e+00  7.39583607e+00  1.16484851e+00  8.27925291e-01  1.41229834e-01  8.07813866e-08  7.40698514e+00  9.00023986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
 1.60000000e-04  1.60000000e-04  0.00000000e+00  9.00048000e+00  1.16485406e+00  7.47301388e+00  5.63515586e-08  9.00032176e+00  9.00040088e+00  9.00033241e+00  9.00047991e+00  9.00040615e+00  7.39607203e+00  1.16484804e+00  8.27926192e-01  1.41229790e-01  8.07957170e-08  7.40722092e+00  9.00047986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
 3.20000000e-04  3.20000000e-04  0.00000000e+00  9.00096000e+00  1.16485435e+00  7.47349014e+00  5.63788110e-08  9.00080165e+00  9.00088083e+00  9.00081240e+00  9.00095991e+00  9.00088615e+00  7.39654394e+00  1.16484833e+00  8.27927993e-01  1.41229703e-01  8.08245256e-08  7.40769248e+00  9.00095986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
 6.40000000e-04  6.40000000e-04  0.00000000e+00  9.00192000e+00  1.16485415e+00  7.47444266e+00  5.64339093e-08  9.00176139e+00  9.00184070e+00  9.00177238e+00  9.00191991e+00  9.00184613e+00  7.39748777e+00  1.16484813e+00  8.27931596e-01  1.41229527e-01  8.08827363e-08  7.40863560e+00  9.00191986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
 1.28000000e-03  1.28000000e-03  0.00000000e+00  9.00384000e+00  1.16485437e+00  7.47634770e+00  5.65465254e-08  9.00368086e+00  9.00376043e+00  9.00369238e+00  9.00383991e+00  9.00376615e+00  7.39937543e+00  1.16484835e+00  8.27938800e-01  1.41229177e-01  8.10015770e-08  7.41052186e+00  9.00383986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
 2.28000000e-03  2.28000000e-03  0.00000000e+00  9.00684000e+00  1.16485424e+00  7.47932434e+00  5.67307919e-08  9.00667999e+00  9.00675999e+00  9.00669231e+00  9.00683991e+00  9.00676610e+00  7.40232491e+00  1.16484822e+00  8.27950054e-01  1.41228630e-01  8.11955695e-08  7.41346913e+00  9.00683986e+00  1.40526540e-02 -2.03663395e-03  2.03663395e-03  2.03663395e-03 -8.96428374e-04  8.96428374e-04  8.96428374e-04  2.88619020e-11  1.90559626e-10  1.28161975e-02 
