time,v(N001),v(N002),v(N003),v(N004),v(N005),@dled12_1[id]
5e-06,1.08342635e-05,0.025,-0.10888212,1.30354434,0.00277638027,1.89398044e-12
5.08368425e-06,1.10171125e-05,0.0254184212,-0.0893565097,1.31303262,0.0189822642,9.50386753e-13
5.25105274e-06,1.13787574e-05,0.0262552637,-0.10133109,1.27440825,-0.00176191591,1.50525567e-12
5.49515907e-06,1.18984063e-05,0.0274757954,-0.0761938855,1.25554413,0.0089983922,6.4410238e-13
5.56386022e-06,1.20438766e-05,0.0278193011,-0.0731927994,1.24834985,0.00869729554,5.87697208e-13
5.57424438e-06,1.20657617e-05,0.0278712219,-0.0763621172,1.24370275,0.00505161587,6.56792937e-13
5.57424439e-06,1.20657617e-05,0.0278712219,-0.789675288,0.0,-1.23838994,0.533725418
5.57424439e-06,1.20657641e-05,0.027871222,318.726811,320.0,318.694407,-3.1870894e-10
5.5742444e-06,1.20657711e-05,0.027871222,638.77387,640.0,638.627204,-6.38755999e-10
5.57424442e-06,1.20657805e-05,0.0278712221,-0.810939804,-0.683926208,-1.92217253,1.21441642
5.57424446e-06,1.20657805e-05,0.0278712223,-0.767746137,0.324253228,-0.914204816,0.228616908
5.57424454e-06,1.20657806e-05,0.0278712227,-0.767281449,0.328409682,-0.910049227,0.224546271
