time,v(N001),v(N002),v(N003),v(N004),v(N005),@dled12_1[id]
0.0,-1.39882884e-27,0.0,-3.70853964e-18,-1.0910865e-26,2.21237056e-27,5.92898568e-30
5e-06,1.25106344e-06,0.025,0.000154456577,0.000154386024,0.00266047013,4.09778841e-14
5.42025194e-06,1.36504948e-06,0.0271012597,0.000160355679,0.000160281345,0.00288413583,4.52783849e-14
6.26075581e-06,1.61068446e-06,0.031303779,0.000165057703,0.000164973467,0.00333151964,5.44695606e-14
7.94176355e-06,2.20791803e-06,0.0397088178,0.00016422686,0.000164112986,0.0042263634,7.56750865e-14
1.1303779e-05,3.82621401e-06,0.0565188952,0.000166594545,0.000166388994,0.00601602462,1.34701823e-13
1.802781e-05,8.75805749e-06,0.0901390501,0.000171147049,0.000170563871,0.00959536235,4.04038362e-13
3.1475872e-05,2.5402175e-05,0.15737936,0.000196639228,0.000187197781,0.0167540287,4.50465635e-12
5.83719959e-05,8.58084991e-05,0.291859979,0.00294524505,0.000292889915,0.0310713768,7.1006912e-10
8.6268661e-05,0.000186672964,0.431343305,0.0639775548,0.00132865442,0.0459214511,1.47367396e-08
0.000113064001,0.000320185179,0.565320007,0.192230681,0.00173924955,0.0601849054,1.8386678e-08
0.000153648603,0.000590688699,0.768243017,0.399941005,0.00177652063,0.0817890506,1.52799421e-08
0.000194801059,0.000948933903,0.974005293,0.605060679,0.00217632946,0.10369518,1.56643124e-08
0.000277105969,0.00191889932,1.38552985,1.02014899,0.00298768532,0.147507823,1.36481589e-08
0.00044171579,0.00487169008,2.20857895,1.84505953,0.0058825771,0.235132753,1.27004703e-08
0.000720857895,0.0129602637,3.60428948,3.24545259,0.0138016593,0.383725686,1.05973707e-08
0.001,0.0249168369,5.0,4.64099738,0.0257382976,0.532318388,1.06654922e-08
0.00105,0.0274031432,5.0,4.6858392,0.0275100267,0.532319461,1.8840984e-09
0.00115,0.0323732624,5.0,4.73752807,0.0323669326,0.532319513,2.55600414e-10
0.00135,0.0422985886,5.0,4.75733084,0.042292339,0.532319465,1.18980743e-10
0.00175,0.0620898052,5.0,4.78189968,0.0620734799,0.532319512,4.61378778e-11
