 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         @dled12_1[id]   @dled12_2[id]  
 1.13701550e-05  1.13701550e-05  5.00000000e+00  4.27606306e+00  4.27519555e+00 -1.90025746e+00  4.13323024e-01 -2.96373723e+00  2.80701633e-01  1.43064446e-02  1.47944219e-02 
 1.14876866e-05  1.14876866e-05  5.00000000e+00  4.27621645e+00  4.27518814e+00 -1.90070652e+00  4.36315857e-01 -2.93978369e+00  2.79550634e-01  1.42218540e-02  1.47986574e-02 
 1.16017707e-05  1.16017707e-05  5.00000000e+00  4.27604222e+00  4.27512993e+00 -1.90909031e+00  4.10188744e-01 -2.96498396e+00  2.70489782e-01  1.43179762e-02  1.48320006e-02 
 1.17085966e-05  1.17085966e-05  5.00000000e+00  4.27644915e+00  4.27510586e+00 -1.91221041e+00  4.70940436e-01 -2.90337526e+00  2.66736526e-01  1.40944767e-02  1.48458123e-02 
 1.18116540e-05  1.18116540e-05  5.00000000e+00  4.31487765e+00  4.27241724e+00 -2.35373306e+00  3.45355783e+00  7.97138859e-02 -1.75042165e-01  3.19007520e-03  1.64720723e-02 
 1.18518650e-05  1.18518650e-05  5.00000000e+00  4.84178603e+00  4.27426184e+00 -2.04575278e+00  4.84178603e+00  1.46794073e+00  1.32935394e-01  4.68293276e-12  1.53382461e-02 
 1.18810730e-05  1.18810730e-05  5.00000000e+00  4.29023522e+00  4.26520622e+00 -3.79095818e+00  2.05738937e+00 -1.31645851e+00 -1.61227241e+00  8.27120465e-03  2.17684464e-02 
 1.19090577e-05  1.19090577e-05  5.00000000e+00  4.83740488e+00  4.27299351e+00 -2.04299476e+00  4.83740488e+00  1.46355455e+00  1.35689030e-01  5.52431780e-12  1.61091296e-02 
 1.19397162e-05  1.19397162e-05  5.00000000e+00  4.28238026e+00  4.26208201e+00 -4.54867358e+00  1.31835249e+00 -2.05550143e+00 -2.36999245e+00  1.12062534e-02  2.45632394e-02 
 1.19703778e-05  1.19703778e-05  5.00000000e+00  4.83314377e+00  4.27295099e+00 -2.04020598e+00  4.83314376e+00  1.45928627e+00  1.38472890e-01  6.49061435e-12  1.61356327e-02 
 1.20056401e-05  1.20056401e-05  5.00000000e+00  4.27805600e+00  4.25980643e+00 -5.16007450e+00  7.20013714e-01 -2.65384873e+00 -2.98139881e+00  1.32455066e-02  2.68222209e-02 
 1.20475512e-05  1.20475512e-05  5.00000000e+00  4.82930880e+00  4.27308130e+00 -2.03574694e+00  4.82930879e+00  1.45544048e+00  1.42925513e-01  7.50674296e-12  1.60545451e-02 
 1.20997023e-05  1.20997023e-05  5.00000000e+00  4.27331721e+00  4.25726088e+00 -5.91239278e+00 -1.60159714e-02 -3.38989310e+00 -3.73372514e+00  1.59087816e-02  2.95962454e-02 
 1.21704901e-05  1.21704901e-05  5.00000000e+00  4.82626926e+00  4.27435825e+00 -2.02757411e+00  4.82626926e+00  1.45238017e+00  1.51087681e-01  8.42583029e-12  1.52811837e-02 
 1.22729659e-05  1.22729659e-05  5.00000000e+00  4.26849183e+00  4.25465405e+00 -6.76235062e+00 -8.48547799e-01 -4.22245756e+00 -4.58369847e+00  1.91716408e-02  3.27346467e-02 
 1.24355295e-05  1.24355295e-05  5.00000000e+00  4.82443104e+00  4.27444224e+00 -2.01673817e+00  4.82443104e+00  1.45048851e+00  1.61899544e-01  9.03622518e-12  1.52316397e-02 
 1.25854433e-05  1.25854433e-05  5.00000000e+00  4.26651601e+00  4.25363969e+00 -7.11683916e+00 -1.19863112e+00 -4.57260594e+00 -4.93821566e+00  2.06935492e-02  3.40439170e-02 
 1.26769361e-05  1.26769361e-05  5.00000000e+00  4.27430973e+00  4.29989076e+00  5.83779915e-01  1.40643066e-01 -3.23328643e+00  2.76241739e+00  1.53098765e-02  5.69434580e-03 
 1.27298805e-05  1.27298805e-05  5.00000000e+00  4.25338384e+00  4.26518008e+00 -3.79689224e+00 -5.02984927e+00 -8.40377291e+00 -1.61823931e+00  3.43823548e-02  2.17904629e-02 
 1.27815205e-05  1.27815205e-05  5.00000000e+00  4.27415445e+00  4.29947303e+00  5.83569682e-01  1.15597258e-01 -3.25832128e+00  2.76223774e+00  1.54020637e-02  5.78705842e-03 
 1.28345246e-05  1.28345246e-05  5.00000000e+00  4.25606359e+00  4.26934385e+00 -2.90570813e+00 -4.11351816e+00 -7.48743111e+00 -7.27026455e-01  3.09984692e-02  1.85503922e-02 
 1.29405327e-05  1.29405327e-05  5.00000000e+00  4.27410041e+00  4.29988227e+00  5.83368068e-01  1.06846466e-01 -3.26705612e+00  2.76207706e+00  1.54342745e-02  5.69621541e-03 
 1.31525490e-05  1.31525490e-05  5.00000000e+00  4.25743058e+00  4.27165089e+00 -2.48460592e+00 -3.68129890e+00 -7.05518041e+00 -3.05845869e-01  2.94027067e-02  1.69674254e-02 
 1.35514632e-05  1.35514632e-05  5.00000000e+00  4.35068807e+00  4.29543897e+00  2.91037907e-01  4.14390221e+00  7.70050354e-01  2.46978305e+00  7.98937530e-04  6.76384033e-03 
 1.40611838e-05  1.40611838e-05  5.00000000e+00  4.25436832e+00  4.26658298e+00 -3.48496158e+00 -4.68215914e+00 -8.05596843e+00 -1.30621600e+00  3.30982708e-02  2.06400338e-02 
 1.45507523e-05  1.45507523e-05  5.00000000e+00  4.35166811e+00  4.29472555e+00  2.39361847e-01  4.15437118e+00  7.80600526e-01  2.41808321e+00  7.69231621e-04  6.95300013e-03 
 1.52746100e-05  1.52746100e-05  5.00000000e+00  4.25383939e+00  4.26565691e+00 -3.68898795e+00 -4.86732499e+00 -8.24103531e+00 -1.51029715e+00  3.37820921e-02  2.13924236e-02 
 1.65702891e-05  1.65702891e-05  5.00000000e+00  4.35195862e+00  4.29458774e+00  2.29309400e-01  4.15755857e+00  7.83953215e-01  2.40793314e+00  7.60639919e-04  6.99014602e-03 
 1.89840015e-05  1.89840015e-05  5.00000000e+00  4.25378512e+00  4.26554061e+00 -3.71494427e+00 -4.88653114e+00 -8.25993774e+00 -1.53644365e+00  3.38530378e-02  2.14888331e-02 
 2.38114263e-05  2.38114263e-05  5.00000000e+00  4.35198457e+00  4.29455363e+00  2.27168154e-01  4.15784361e+00  7.84831249e-01  2.40541285e+00  7.59877075e-04  6.99936963e-03 
 3.34662759e-05  3.34662759e-05  5.00000000e+00  4.25377909e+00  4.26551277e+00 -3.72045418e+00 -4.88867086e+00 -8.26089156e+00 -1.54271965e+00  3.38609368e-02  2.15119725e-02 
 5.27759751e-05  5.27759751e-05  5.00000000e+00  4.35177019e+00  4.29452670e+00  2.26714971e-01  4.15568977e+00  7.85049155e-01  2.40342088e+00  7.66201601e-04  7.00665996e-03 
 9.13953735e-05  9.13953735e-05  5.00000000e+00  4.25378225e+00  4.26550168e+00 -3.71987403e+00 -4.88755142e+00 -8.25502983e+00 -1.54522226e+00  3.38568015e-02  2.15212001e-02 
 1.68634170e-04  1.68634170e-04  5.00000000e+00  4.35086281e+00  4.29444246e+00  2.26639818e-01  4.14628920e+00  7.85131768e-01  2.39717555e+00  7.93558136e-04  7.02951780e-03 
 3.23111764e-04  3.23111764e-04  5.00000000e+00  4.25379900e+00  4.26547626e+00 -3.71329777e+00 -4.88161689e+00 -8.23014782e+00 -1.55096003e+00  3.38348841e-02  2.15423570e-02 
 6.32066951e-04  6.32066951e-04  5.00000000e+00  4.34749933e+00  4.29411491e+00  2.26762020e-01  4.10855018e+00  7.85265918e-01  2.37270052e+00  9.03762838e-04  7.11910480e-03 
 1.00000000e-03  1.00000000e-03  5.00000000e+00  4.25384835e+00  4.26540566e+00 -3.69356764e+00 -4.86415169e+00 -8.15749681e+00 -1.56692893e+00  3.37703824e-02  2.16012398e-02 
 1.06179104e-03  1.06179104e-03  5.00000000e+00  4.27391838e+00  4.30012069e+00  8.35132420e-01  7.98111827e-02 -3.20862881e+00  2.96825635e+00  1.55432851e-02  5.64394868e-03 
 1.12406806e-03  1.12406806e-03  5.00000000e+00  4.27393412e+00  4.30365914e+00  8.35023217e-01  7.98012397e-02 -3.20369625e+00  2.97467629e+00  1.55338255e-02  4.92231613e-03 
 1.16792695e-03  1.16792695e-03  5.00000000e+00  4.27393497e+00  4.30374365e+00  8.34815938e-01  7.99400889e-02 -3.20007843e+00  2.97905479e+00  1.55333144e-02  4.90625849e-03 
 1.20982480e-03  1.20982480e-03  5.00000000e+00  4.27393464e+00  4.30023435e+00  8.34505347e-01  7.98858779e-02 -3.19681061e+00  2.98310537e+00  1.55335140e-02  5.61920148e-03 
 1.29362049e-03  1.29362049e-03  5.00000000e+00  4.27393550e+00  4.30372926e+00  8.34268196e-01  8.00261397e-02 -3.19003038e+00  2.99154926e+00  1.55329976e-02  4.90898875e-03 
 1.46121188e-03  1.46121188e-03  5.00000000e+00  4.27393553e+00  4.30429946e+00  8.33586895e-01  8.00312652e-02 -3.17676155e+00  3.00809188e+00  1.55329788e-02  4.80195296e-03 
 1.79639466e-03  1.79639466e-03  5.00000000e+00  4.27393757e+00  4.30493954e+00  8.32175112e-01  8.03630679e-02 -3.14996728e+00  3.04049750e+00  1.55317574e-02  4.68457702e-03 
 2.46676020e-03  2.46676020e-03  5.00000000e+00  4.27393967e+00  4.30620004e+00  8.29503957e-01  8.07063136e-02 -3.09695780e+00  3.10300441e+00  1.55304940e-02  4.46175370e-03 
 3.46676020e-03  3.46676020e-03  5.00000000e+00  4.27394444e+00  4.30807320e+00  8.25707521e-01  8.14847058e-02 -3.01825286e+00  3.19064318e+00  1.55276289e-02  4.15005272e-03 
 4.46676020e-03  4.46676020e-03  5.00000000e+00  4.27394798e+00  4.30997990e+00  8.22208838e-01  8.20620989e-02 -2.94050546e+00  3.27206738e+00  1.55255034e-02  3.85512471e-03 
 5.46676020e-03  5.46676020e-03  5.00000000e+00  4.27395293e+00  4.31188486e+00  8.18917938e-01  8.28681605e-02 -2.86327878e+00  3.34766279e+00  1.55225364e-02  3.58139670e-03 
 6.46676020e-03  6.46676020e-03  5.00000000e+00  4.27395636e+00  4.31378711e+00  8.15892475e-01  8.34284010e-02 -2.78704002e+00  3.41792663e+00  1.55204741e-02  3.32745435e-03 
 7.46676020e-03  7.46676020e-03  5.00000000e+00  4.27396134e+00  4.31568441e+00  8.13040243e-01  8.42390462e-02 -2.71128584e+00  3.48317411e+00  1.55174902e-02  3.09210878e-03 
 8.46676020e-03  8.46676020e-03  5.00000000e+00  4.27396461e+00  4.31757848e+00  8.10424383e-01  8.47719728e-02 -2.63653714e+00  3.54384599e+00  1.55155284e-02  2.87376791e-03 
 9.46676020e-03  9.46676020e-03  5.00000000e+00  4.27396956e+00  4.31946687e+00  8.07951705e-01  8.55798479e-02 -2.56223424e+00  3.60019917e+00  1.55125548e-02  2.67143064e-03 
 1.04667602e-02  1.04667602e-02  5.00000000e+00  4.27397262e+00  4.32135167e+00  8.05690316e-01  8.60772929e-02 -2.48895542e+00  3.65262624e+00  1.55107235e-02  2.48368456e-03 
 1.14667602e-02  1.14667602e-02  5.00000000e+00  4.27397752e+00  4.32322998e+00  8.03545940e-01  8.68759577e-02 -2.41608211e+00  3.70133378e+00  1.55077838e-02  2.30971265e-03 
 1.24667602e-02  1.24667602e-02  5.00000000e+00  4.27398031e+00  4.32510431e+00  8.01591210e-01  8.73309753e-02 -2.34425217e+00  3.74667327e+00  1.55061087e-02  2.14825782e-03 
 1.34667602e-02  1.34667602e-02  5.00000000e+00  4.27398513e+00  4.32697122e+00  7.99730706e-01  8.81149503e-02 -2.27278620e+00  3.78880782e+00  1.55032231e-02  1.99866162e-03 
 1.44667602e-02  1.44667602e-02  5.00000000e+00  4.27398763e+00  4.32883373e+00  7.98041178e-01  8.85219233e-02 -2.20238325e+00  3.82805381e+00  1.55017249e-02  1.85980007e-03 
 1.54667602e-02  1.54667602e-02  5.00000000e+00  4.27399232e+00  4.33068779e+00  7.96426038e-01  8.92867389e-02 -2.13230178e+00  3.86453681e+00  1.54989098e-02  1.73115111e-03 
 1.64667602e-02  1.64667602e-02  5.00000000e+00  4.27399450e+00  4.33253697e+00  7.94965781e-01  8.96414339e-02 -2.06330297e+00  3.89854325e+00  1.54976040e-02  1.61170488e-03 
 1.74667602e-02  1.74667602e-02  5.00000000e+00  4.27399906e+00  4.33437657e+00  7.93562643e-01  9.03836382e-02 -1.99458260e+00  3.93016628e+00  1.54948722e-02  1.50105663e-03 
 1.84667602e-02  1.84667602e-02  5.00000000e+00  4.27400090e+00  4.33621081e+00  7.92300521e-01  9.06832029e-02 -1.92696415e+00  3.95966674e+00  1.54937693e-02  1.39829447e-03 
 1.94667602e-02  1.94667602e-02  5.00000000e+00  4.27400531e+00  4.33803418e+00  7.91080493e-01  9.14003307e-02 -1.85958095e+00  3.98710977e+00  1.54911298e-02  1.30311438e-03 
 2.04667602e-02  2.04667602e-02  5.00000000e+00  4.27400680e+00  4.33985169e+00  7.89989540e-01  9.16432387e-02 -1.79331823e+00  4.01273441e+00  1.54902355e-02  1.21468868e-03 
 2.14667602e-02  2.14667602e-02  5.00000000e+00  4.27401105e+00  4.34165695e+00  7.88927609e-01  9.23337456e-02 -1.72724781e+00  4.03658157e+00  1.54876939e-02  1.13279979e-03 
 2.24667602e-02  2.24667602e-02  5.00000000e+00  4.27401219e+00  4.34345581e+00  7.87984475e-01  9.25196921e-02 -1.66231543e+00  4.05887167e+00  1.54870093e-02  1.05669258e-03 
 2.34667602e-02  2.34667602e-02  5.00000000e+00  4.27401627e+00  4.34524091e+00  7.87058997e-01  9.31828614e-02 -1.59753308e+00  4.07962470e+00  1.54845684e-02  9.86223474e-04 
 2.44667602e-02  2.44667602e-02  5.00000000e+00  4.27401707e+00  4.34701909e+00  7.86243478e-01  9.33126219e-02 -1.53390508e+00  4.09904520e+00  1.54840905e-02  9.20699969e-04 
 2.54667602e-02  2.54667602e-02  5.00000000e+00  4.27402098e+00  4.34878187e+00  7.85435731e-01  9.39484525e-02 -1.47038583e+00  4.11713504e+00  1.54817503e-02  8.60041742e-04 
 2.64667602e-02  2.64667602e-02  5.00000000e+00  4.27402144e+00  4.35053722e+00  7.84730346e-01  9.40237163e-02 -1.40803581e+00  4.13408524e+00  1.54814731e-02  8.03610549e-04 
 2.74667602e-02  2.74667602e-02  5.00000000e+00  4.27402518e+00  4.35227543e+00  7.84024144e-01  9.46327996e-02 -1.34575463e+00  4.14988201e+00  1.54792312e-02  7.51379948e-04 
 2.84667602e-02  2.84667602e-02  5.00000000e+00  4.27402533e+00  4.35400573e+00  7.83413779e-01  9.46559897e-02 -1.28465596e+00  4.16470484e+00  1.54791457e-02  7.02758875e-04 
 2.94667602e-02  2.94667602e-02  5.00000000e+00  4.27402892e+00  4.35571705e+00  7.82795134e-01  9.52393855e-02 -1.22358783e+00  4.17852637e+00  1.54769984e-02  6.57766629e-04 
 3.04667602e-02  3.04667602e-02  5.00000000e+00  4.27402876e+00  4.35742003e+00  7.82266726e-01  9.52134781e-02 -1.16371384e+00  4.19151626e+00  1.54770936e-02  6.15853360e-04 
 3.14667602e-02  3.14667602e-02  5.00000000e+00  4.27403220e+00  4.35910211e+00  7.81723554e-01  9.57725945e-02 -1.10383390e+00  4.20363544e+00  1.54750357e-02  5.77077013e-04 
 3.24667602e-02  3.24667602e-02  5.00000000e+00  4.27403176e+00  4.36077549e+00  7.81265818e-01  9.57009474e-02 -1.04515801e+00  4.21504520e+00  1.54752993e-02  5.40923936e-04 
 3.34667602e-02  3.34667602e-02  5.00000000e+00  4.27403506e+00  4.36242599e+00  7.80787687e-01  9.62374311e-02 -9.86441646e-01  4.22569630e+00  1.54733247e-02  5.07484534e-04 
 3.44667602e-02  3.44667602e-02  5.00000000e+00  4.27403436e+00  4.36406755e+00  7.80390879e-01  9.61236283e-02 -9.28937567e-01  4.23574293e+00  1.54737434e-02  4.76277139e-04 
 3.54667602e-02  3.54667602e-02  5.00000000e+00  4.27403753e+00  4.36568420e+00  7.79968787e-01  9.66392693e-02 -8.71360529e-01  4.24512706e+00  1.54718455e-02  4.47419218e-04 
 3.64667602e-02  3.64667602e-02  5.00000000e+00  4.27403659e+00  4.36729177e+00  7.79624500e-01  9.64869869e-02 -8.15002359e-01  4.25399680e+00  1.54724060e-02  4.20457549e-04 
 3.74667602e-02  3.74667602e-02  5.00000000e+00  4.27403965e+00  4.36887243e+00  7.79250685e-01  9.69836375e-02 -7.58540806e-01  4.26228654e+00  1.54705779e-02  3.95531946e-04 
 3.84667602e-02  3.84667602e-02  5.00000000e+00  4.27403850e+00  4.37044400e+00  7.78951668e-01  9.67965333e-02 -7.03303139e-01  4.27013924e+00  1.54712665e-02  3.72214673e-04 
 3.94667602e-02  3.94667602e-02  5.00000000e+00  4.27404145e+00  4.37198666e+00  7.78619438e-01  9.72760438e-02 -6.47933708e-01  4.27748269e+00  1.54695016e-02  3.50663767e-04 
 4.04667602e-02  4.04667602e-02  5.00000000e+00  4.27404010e+00  4.37352041e+00  7.78359443e-01  9.70576706e-02 -5.93791713e-01  4.28445551e+00  1.54703053e-02  3.30474489e-04 
 4.14667602e-02  4.14667602e-02  5.00000000e+00  4.27404296e+00  4.37502329e+00  7.78063038e-01  9.75218394e-02 -5.39491558e-01  4.29097977e+00  1.54685968e-02  3.11819500e-04 
 4.24667602e-02  4.24667602e-02  5.00000000e+00  4.27404144e+00  4.37651761e+00  7.77836684e-01  9.72755808e-02 -4.86421031e-01  4.29719041e+00  1.54695032e-02  2.94314967e-04 
 4.34667602e-02  4.34667602e-02  5.00000000e+00  4.27404422e+00  4.37797918e+00  7.77571146e-01  9.77261184e-02 -4.33167845e-01  4.30300453e+00  1.54678449e-02  2.78145032e-04 
 4.44667602e-02  4.44667602e-02  5.00000000e+00  4.27404255e+00  4.37943273e+00  7.77373804e-01  9.74551445e-02 -3.81145242e-01  4.30855398e+00  1.54688423e-02  2.62944997e-04 
 4.54667602e-02  4.54667602e-02  5.00000000e+00  4.27404525e+00  4.38085174e+00  7.77134871e-01  9.78936490e-02 -3.28917273e-01  4.31375157e+00  1.54672282e-02  2.48907747e-04 
 4.64667602e-02  4.64667602e-02  5.00000000e+00  4.27404345e+00  4.38226348e+00  7.76962561e-01  9.76008897e-02 -2.77919724e-01  4.31872651e+00  1.54683058e-02  2.35686213e-04 
 4.74667602e-02  4.74667602e-02  5.00000000e+00  4.27404608e+00  4.38363900e+00  7.76746572e-01  9.80288323e-02 -2.26695775e-01  4.32338791e+00  1.54667306e-02  2.23479648e-04 
 4.84667602e-02  4.84667602e-02  5.00000000e+00  4.27404416e+00  4.38500817e+00  7.76595875e-01  9.77169638e-02 -1.76701089e-01  4.32786276e+00  1.54678786e-02  2.11957313e-04 
 4.94667602e-02  4.94667602e-02  5.00000000e+00  4.27404674e+00  4.38633958e+00  7.76399686e-01  9.81356820e-02 -1.26460512e-01  4.33205696e+00  1.54663373e-02  2.01322777e-04 
 5.04667602e-02  5.04667602e-02  5.00000000e+00  4.27404472e+00  4.38766575e+00  7.76267669e-01  9.78071249e-02 -7.74471622e-02  4.33609566e+00  1.54675467e-02  1.91260503e-04 
 5.14667602e-02  5.14667602e-02  5.00000000e+00  4.27404724e+00  4.38895274e+00  7.76088584e-01  9.82178218e-02 -2.81698517e-02  4.33988194e+00  1.54660350e-02  1.81976608e-04 
 5.24667602e-02  5.24667602e-02  5.00000000e+00  4.27404513e+00  4.39023579e+00  7.75972730e-01  9.78747474e-02  1.98830386e-02  4.34353942e+00  1.54672978e-02  1.73169767e-04 
 5.34667602e-02  5.34667602e-02  5.00000000e+00  4.27404762e+00  4.39147838e+00  7.75808440e-01  9.82784953e-02  6.82166654e-02  4.34696875e+00  1.54658116e-02  1.65047143e-04 
 5.44667602e-02  5.44667602e-02  5.00000000e+00  4.27404543e+00  4.39271846e+00  7.75706591e-01  9.79228374e-02  1.15329347e-01  4.35029227e+00  1.54671208e-02  1.57320732e-04 
 5.54667602e-02  5.54667602e-02  5.00000000e+00  4.27404788e+00  4.39391693e+00  7.75555118e-01  9.83205844e-02  1.62738366e-01  4.35340851e+00  1.54656567e-02  1.50197471e-04 
 5.64667602e-02  5.64667602e-02  5.00000000e+00  4.27404562e+00  4.39511447e+00  7.75465426e-01  9.79540555e-02  2.08930492e-01  4.35643876e+00  1.54670059e-02  1.43401883e-04 
 5.74667602e-02  5.74667602e-02  5.00000000e+00  4.27404804e+00  4.39626938e+00  7.75325073e-01  9.83466350e-02  2.55433490e-01  4.35927971e+00  1.54655608e-02  1.37139615e-04 
 5.84667602e-02  5.84667602e-02  5.00000000e+00  4.27404572e+00  4.39742504e+00  7.75245951e-01  9.79707463e-02  3.00724143e-01  4.36205177e+00  1.54669444e-02  1.31146998e-04 
 5.94667602e-02  5.94667602e-02  5.00000000e+00  4.27404811e+00  4.39853716e+00  7.75115250e-01  9.83589023e-02  3.46339257e-01  4.36464998e+00  1.54655157e-02  1.25627573e-04 
 6.04667602e-02  6.04667602e-02  5.00000000e+00  4.27404575e+00  4.39965170e+00  7.75045230e-01  9.79750743e-02  3.90747065e-01  4.36719387e+00  1.54669285e-02  1.20329145e-04 
 6.14667602e-02  6.14667602e-02  5.00000000e+00  4.27404812e+00  4.40072138e+00  7.74922316e-01  9.83599681e-02  4.35492459e-01  4.36957614e+00  1.54655117e-02  1.15454254e-04 
 6.24667602e-02  6.24667602e-02  5.00000000e+00  4.27404573e+00  4.40179235e+00  7.74856818e-01  9.79723402e-02  4.79038282e-01  4.37191044e+00  1.54669386e-02  1.10771346e-04 
 6.34667602e-02  6.34667602e-02  5.00000000e+00  4.27404818e+00  4.40280152e+00  7.74722351e-01  9.83702689e-02  5.22946336e-01  4.37406019e+00  1.54654738e-02  1.06532613e-04 
 6.44667602e-02  6.44667602e-02  5.00000000e+00  4.27404699e+00  4.40362152e+00  7.74436938e-01  9.81766951e-02  5.65840200e-01  4.37575555e+00  1.54661863e-02  1.03208148e-04 
 6.54667602e-02  6.54667602e-02  5.00000000e+00  4.27405573e+00  4.40337303e+00  7.73194056e-01  9.95953279e-02  6.09913454e-01  4.37524629e+00  1.54609646e-02  1.04204507e-04 
 6.64667602e-02  6.64667602e-02  5.00000000e+00  4.27412403e+00  4.39565346e+00  7.63843264e-01  1.10672505e-01  6.63104978e-01  4.35773524e+00  1.54201911e-02  1.40444517e-04 
 6.74667602e-02  6.74667602e-02  5.00000000e+00  4.27673695e+00  4.27264953e+00 -3.47371071e+00  5.13338249e-01  9.38231780e-01  7.13436182e-02  1.39385138e-02  1.63248005e-02 
 6.81886366e-02  6.81886366e-02  5.00000000e+00  4.27813263e+00  4.27388429e+00 -3.41443988e+00  7.13212025e-01  9.29668174e-01  7.16630059e-02  1.32063172e-02  1.55637825e-02 
 6.88493976e-02  6.88493976e-02  5.00000000e+00  4.27942432e+00  4.27388553e+00 -3.36063828e+00  8.87415077e-01  9.22749569e-01  7.18653981e-02  1.25629974e-02  1.55630377e-02 
 6.96426050e-02  6.96426050e-02  5.00000000e+00  4.28096269e+00  4.27388789e+00 -3.29636170e+00  1.08481829e+00  9.14251587e-01  7.22519495e-02  1.18375723e-02  1.55616149e-02 
 7.06426050e-02  7.06426050e-02  5.00000000e+00  4.28283572e+00  4.27388996e+00 -3.21617569e+00  1.31814320e+00  9.04832732e-01  7.25901047e-02  1.10106454e-02  1.55603699e-02 
 7.16426050e-02  7.16426050e-02  5.00000000e+00  4.28476821e+00  4.27389320e+00 -3.13657182e+00  1.53401150e+00  8.95506038e-01  7.31187921e-02  1.02179688e-02  1.55584238e-02 
 7.26426050e-02  7.26426050e-02  5.00000000e+00  4.28670854e+00  4.27389593e+00 -3.05781543e+00  1.73481942e+00  8.87383862e-01  7.35657634e-02  9.47948705e-03  1.55567785e-02 
 7.36426050e-02  7.36426050e-02  5.00000000e+00  4.28864250e+00  4.27389958e+00 -2.97966804e+00  1.92055633e+00  8.79268323e-01  7.41624625e-02  8.79654024e-03  1.55545821e-02 
 7.46426050e-02  7.46426050e-02  5.00000000e+00  4.29058012e+00  4.27390264e+00 -2.90236968e+00  2.09343722e+00  8.72274158e-01  7.46617975e-02  8.16164411e-03  1.55527440e-02 
 7.56426050e-02  7.56426050e-02  5.00000000e+00  4.29251000e+00  4.27390663e+00 -2.82566316e+00  2.25328816e+00  8.65207660e-01  7.53139991e-02  7.57483757e-03  1.55503433e-02 
 7.66426050e-02  7.66426050e-02  5.00000000e+00  4.29444414e+00  4.27390995e+00 -2.74980564e+00  2.40217614e+00  8.59190598e-01  7.58549424e-02  7.02906061e-03  1.55483520e-02 
 7.76426050e-02  7.76426050e-02  5.00000000e+00  4.29636937e+00  4.27391422e+00 -2.67452196e+00  2.53978702e+00  8.53032757e-01  7.65528997e-02  6.52485818e-03  1.55457829e-02 
 7.86426050e-02  7.86426050e-02  5.00000000e+00  4.29829962e+00  4.27391772e+00 -2.60008845e+00  2.66806093e+00  8.47862177e-01  7.71246640e-02  6.05564697e-03  1.55436781e-02 
 7.96426050e-02  7.96426050e-02  5.00000000e+00  4.30021957e+00  4.27392222e+00 -2.52621002e+00  2.78656313e+00  8.42491445e-01  7.78585185e-02  5.62241341e-03  1.55409769e-02 
 8.06426050e-02  8.06426050e-02  5.00000000e+00  4.30214543e+00  4.27392584e+00 -2.45318407e+00  2.89712498e+00  8.38054205e-01  7.84502632e-02  5.21898506e-03  1.55387986e-02 
