time,v(N001),v(N002),v(N003),v(N004),v(N005),v(N006)
0.0,0.0,11.9998951,1.25849669,0.0,0.0,12.0
2e-05,-5.95065108e-10,11.9998951,1.25849669,-5.9506533e-10,-5.94946314e-10,12.0
4e-05,-7.14742487e-10,11.9998951,1.25849669,-7.14742932e-10,-7.14480919e-10,12.0
8e-05,-7.6308182e-10,11.9998951,1.25849669,-7.63082042e-10,-7.62525154e-10,12.0
0.00016,-7.02208736e-10,11.9998951,1.25849669,-7.02208514e-10,-7.01067648e-10,12.0
0.00032,-9.9935793e-10,11.9998951,1.25849669,-9.99356153e-10,-9.96862148e-10,12.0
0.00064,-1.35742972e-10,11.9998951,1.25849669,-1.35731648e-10,-1.31452849e-10,12.0
0.00128,-7.53417106e-10,11.9998951,1.25849669,-7.53370255e-10,-7.4635409e-10,12.0
0.00256,-8.20138624e-10,11.9998951,1.25849669,-8.19941892e-10,-8.03309863e-10,12.0
0.00456,-4.52208715e-10,11.9998951,1.25849669,-4.51573667e-10,-4.2356163e-10,12.0
0.00656,-5.36556799e-10,11.9998951,1.25849669,-5.3529936e-10,-4.99329023e-10,12.0
0.00856,-4.49992044e-10,11.9998951,1.25849669,-4.47970772e-10,-4.0453485e-10,12.0
0.01056,-5.30819833e-10,11.9998951,1.25849669,-5.27905275e-10,-4.77503592e-10,12.0
0.01256,-4.43754589e-10,11.9998951,1.25849669,-4.39829728e-10,-3.82938792e-10,12.0
0.01456,-5.20459897e-10,11.9998951,1.25849669,-5.15419041e-10,-4.52528015e-10,12.0
0.01656,-4.32402336e-10,11.9998951,1.25849669,-4.26151558e-10,-3.5773251e-10,12.0
0.01856,-5.04569719e-10,11.9998951,1.25849669,-4.97026198e-10,-4.23568292e-10,12.0
0.02056,-4.15087964e-10,11.9998951,1.25849669,-4.06179756e-10,-3.28158611e-10,12.0
0.02256,-4.82309748e-10,11.9998951,1.25849669,-4.71976014e-10,-3.89888788e-10,12.0
