 time            time            v(N001)         v(N002)         v(N003)         v(N004)         v(N005)         v(N006)         v(N007)         v(N008)        
 0.00000000e+00  0.00000000e+00  0.00000000e+00  3.76240684e+00  3.14736212e+00  9.87560181e+00  0.00000000e+00  0.00000000e+00  1.20000000e+01  0.00000000e+00 
 1.00000000e-06  1.00000000e-06  4.67177420e-04  3.76287385e+00  3.14736218e+00  9.85084895e+00 -2.47526071e-02  6.28318489e-04  1.20000000e+01  0.00000000e+00 
 2.00000000e-06  2.00000000e-06  1.02065163e-03  3.76342709e+00  3.14736231e+00  9.82364254e+00 -5.19585011e-02  1.25663673e-03  1.20000000e+01  0.00000000e+00 
 4.00000000e-06  4.00000000e-06  2.13928831e-03  3.76454512e+00  3.14736271e+00  9.76689169e+00 -1.08707744e-01  2.51327148e-03  1.20000000e+01  0.00000000e+00 
 8.00000000e-06  8.00000000e-06  4.37862470e-03  3.76678241e+00  3.14736440e+00  9.64603556e+00 -2.29557108e-01  5.02652708e-03  1.20000000e+01  0.00000000e+00 
 1.60000000e-05  1.60000000e-05  8.80393399e-03  3.77120013e+00  3.14737166e+00  9.37645537e+00 -4.99108152e-01  1.00529272e-02  1.20000000e+01  0.00000000e+00 
 3.20000000e-05  3.20000000e-05  1.74626911e-02  3.77982776e+00  3.14740483e+00  8.70901317e+00 -1.16641710e+00  2.01048383e-02  1.20000000e+01  0.00000000e+00 
 6.40000000e-05  6.40000000e-05  3.37988432e-02  3.79601919e+00  3.14757483e+00  6.77107669e+00 -3.10367038e+00  4.02015494e-02  1.20000000e+01  0.00000000e+00 
 1.28000000e-04  1.28000000e-04  5.38011378e-02  3.81496742e+00  3.14835508e+00  3.23086636e+00 -6.64076249e+00  8.03381001e-02  1.20000000e+01  0.00000000e+00 
 1.67828852e-04  1.67828852e-04  5.79003686e-02  3.81759515e+00  3.14902368e+00  3.21105257e+00 -6.65792792e+00  1.05254658e-01  1.20000000e+01  0.00000000e+00 
 2.05048193e-04  2.05048193e-04  6.22623264e-02  3.81984358e+00  3.14965713e+00  3.20006929e+00 -6.66643158e+00  1.28479460e-01  1.20000000e+01  0.00000000e+00 
 2.55531134e-04  2.55531134e-04  6.91359108e-02  3.82275558e+00  3.15052811e+00  3.19386736e+00 -6.66926738e+00  1.59866040e-01  1.20000000e+01  0.00000000e+00 
 3.39702165e-04  3.39702165e-04  8.26404542e-02  3.82700494e+00  3.15200742e+00  3.18872979e+00 -6.66879156e+00  2.11824225e-01  1.20000000e+01  0.00000000e+00 
 4.39702165e-04  4.39702165e-04  1.02298192e-01  3.83167980e+00  3.15380497e+00  3.18497661e+00 -6.66587741e+00  2.72771901e-01  1.20000000e+01  0.00000000e+00 
 5.39702165e-04  5.39702165e-04  1.25410058e-01  3.83590633e+00  3.15564128e+00  3.18295371e+00 -6.66123675e+00  3.32643072e-01  1.20000000e+01  0.00000000e+00 
 6.39702165e-04  6.39702165e-04  1.51580110e-01  3.83973366e+00  3.15751146e+00  3.18268465e+00 -6.65484776e+00  3.91201452e-01  1.20000000e+01  0.00000000e+00 
 7.39702165e-04  7.39702165e-04  1.80416546e-01  3.84319906e+00  3.15941095e+00  3.18301354e+00 -6.64786752e+00  4.48215939e-01  1.20000000e+01  0.00000000e+00 
 8.39702165e-04  8.39702165e-04  2.11665927e-01  3.84646870e+00  3.16133545e+00  3.18367368e+00 -6.64056317e+00  5.03461522e-01  1.20000000e+01  0.00000000e+00 
 9.39702165e-04  9.39702165e-04  2.44829916e-01  3.84944839e+00  3.16328082e+00  3.18476351e+00 -6.63283663e+00  5.56720173e-01  1.20000000e+01  0.00000000e+00 
